AGE,CIRCDIST,CITIZEN,CRIMHIST,CRIMPTS,judge,NEWEDUC,NEWRACE,MONSEX,OFFICE,PRISTOT,PROBATN,SENTDATE,SENTMON,SENTYR
30,14,1,1,2,Anne Elise Thompson,1,3,0,2,60,0,,3,2004
35,14,1,1,0,Anne Elise Thompson,6,1,0,2,34,0,,11,2011
40,14,1,0,0,Anne Elise Thompson,6,6,0,2,34,0,,11,2011
73,14,1,1,0,Anne Elise Thompson,6,1,0,2,40,0,,11,2011
44,14,3,0,0,Anne Elise Thompson,5,1,0,3,0,60,1/15/2002,1,2002
26,14,1,1,7,Anne Elise Thompson,3,2,0,3,188,0,5/1/2002,5,2002
52,14,1,0,0,Anne Elise Thompson,6,1,0,3,0,36,,11,2004
60,14,1,0,0,Anne Elise Thompson,6,1,0,3,0,36,,1,2005
50,14,2,0,0,Anne Elise Thompson,5,1,0,3,24,0,,4,2004
31,14,1,1,5,Anne Elise Thompson,1,2,0,3,108,0,1/17/2002,1,2002
38,14,1,1,6,Anne Elise Thompson,1,3,0,3,77,0,12/3/2001,12,2001
25,14,1,1,3,Anne Elise Thompson,3,2,0,3,37,0,12/3/2001,12,2001
41,14,1,1,0,Anne Elise Thompson,6,2,0,3,41,0,4/15/2003,4,2003
45,14,1,1,0,Anne Elise Thompson,3,1,0,3,12,0,7/17/2003,7,2003
35,14,1,1,6,Anne Elise Thompson,3,2,0,3,120,0,1/31/2002,1,2002
46,14,1,1,8,Anne Elise Thompson,3,2,0,3,108,0,1/29/2002,1,2002
28,14,1,0,0,Anne Elise Thompson,5,1,0,3,12,0,10/11/2001,10,2001
45,14,3,0,0,Anne Elise Thompson,3,3,0,3,108,0,10/10/2001,10,2001
33,14,1,,,Anne Elise Thompson,3,1,0,3,0,36,7/30/2002,7,2002
31,14,1,1,9,Anne Elise Thompson,3,2,0,3,80,0,2/11/2002,2,2002
33,14,1,1,9,Anne Elise Thompson,3,2,0,3,120,0,6/10/2003,6,2003
26,14,3,1,7,Anne Elise Thompson,1,3,0,3,70,0,10/1/2001,10,2001
21,14,1,0,0,Anne Elise Thompson,3,2,1,3,37,0,11/13/2001,11,2001
40,14,1,1,3,Anne Elise Thompson,3,2,0,3,33,0,5/23/2002,5,2002
38,14,1,0,0,Anne Elise Thompson,3,1,0,3,0,36,10/9/2001,10,2001
32,14,3,1,0,Anne Elise Thompson,3,3,0,3,135,0,10/25/2001,10,2001
38,14,1,0,0,Anne Elise Thompson,1,1,0,3,97,0,3/25/2002,3,2002
39,14,3,0,0,Anne Elise Thompson,6,6,0,3,18,0,6/24/2002,6,2002
21,14,1,0,0,Anne Elise Thompson,5,1,0,3,70,0,2/15/2002,2,2002
33,14,3,1,0,Anne Elise Thompson,1,3,0,3,48,0,10/18/2002,10,2002
29,14,2,1,1,Anne Elise Thompson,5,1,0,3,10,0,2/11/2002,2,2002
35,14,2,1,0,Anne Elise Thompson,6,2,1,3,24,0,12/16/2002,12,2002
63,14,1,0,0,Anne Elise Thompson,6,1,0,3,13,0,4/3/2002,4,2002
44,14,1,1,1,Anne Elise Thompson,6,1,0,3,18,0,4/16/2002,4,2002
32,14,1,1,10,Anne Elise Thompson,3,2,0,3,33,0,4/16/2003,4,2003
52,14,1,1,8,Anne Elise Thompson,1,1,0,3,85,0,4/2/2003,4,2003
61,14,1,1,1,Anne Elise Thompson,6,6,0,3,0,0,5/29/2002,5,2002
28,14,1,1,5,Anne Elise Thompson,3,1,0,3,0,24,10/23/2002,10,2002
42,14,1,1,0,Anne Elise Thompson,6,1,1,3,18,0,7/17/2003,7,2003
37,14,1,1,13,Anne Elise Thompson,1,3,0,3,160,0,2/19/2003,2,2003
27,14,2,1,0,Anne Elise Thompson,5,3,0,3,0,48,1/30/2003,1,2003
27,14,1,1,17,Anne Elise Thompson,1,2,0,3,41,0,9/12/2002,9,2002
36,14,2,0,0,Anne Elise Thompson,3,3,0,3,0,48,1/15/2003,1,2003
28,14,2,1,0,Anne Elise Thompson,6,1,0,3,0,24,,5,2005
27,14,2,0,0,Anne Elise Thompson,6,1,1,3,0,24,1/27/2003,1,2003
27,14,2,0,0,Anne Elise Thompson,6,1,1,3,0,36,12/26/2002,12,2002
21,14,2,0,0,Anne Elise Thompson,5,6,0,3,0,24,6/3/2003,6,2003
48,14,1,0,0,Anne Elise Thompson,6,1,0,3,0,36,,10,2007
77,14,1,0,0,Anne Elise Thompson,6,1,0,3,0,24,9/25/2003,9,2003
54,14,2,0,0,Anne Elise Thompson,6,1,0,3,0,60,6/18/2003,6,2003
44,14,1,0,0,Anne Elise Thompson,3,3,0,3,18,0,4/14/2003,4,2003
19,14,1,0,0,Anne Elise Thompson,3,2,0,3,0,36,10/15/2002,10,2002
43,14,1,1,4,Anne Elise Thompson,1,2,0,3,108,0,4/29/2003,4,2003
67,14,1,1,0,Anne Elise Thompson,1,1,0,3,0,36,12/13/2002,12,2002
37,14,1,1,1,Anne Elise Thompson,6,1,0,3,0,60,4/10/2003,4,2003
49,14,2,0,0,Anne Elise Thompson,6,3,0,3,49,0,,11,2004
63,14,1,0,0,Anne Elise Thompson,1,1,0,3,15,0,,10,2003
37,14,1,1,18,Anne Elise Thompson,1,2,0,3,60,0,,1,2005
31,14,1,0,0,Anne Elise Thompson,6,1,0,3,15,0,4/16/2003,4,2003
61,14,1,0,0,Anne Elise Thompson,5,1,1,3,0,12,3/25/2003,3,2003
61,14,1,0,0,Anne Elise Thompson,6,1,0,3,15,0,3/25/2003,3,2003
65,14,1,0,0,Anne Elise Thompson,6,3,0,3,0,36,3/7/2003,3,2003
23,14,1,1,8,Anne Elise Thompson,1,2,0,3,30,0,8/6/2003,8,2003
27,14,1,1,4,Anne Elise Thompson,1,2,0,3,37,0,8/6/2003,8,2003
50,14,1,0,0,Anne Elise Thompson,3,3,0,3,0,60,6/20/2003,6,2003
45,14,1,1,1,Anne Elise Thompson,6,1,0,3,15,0,4/1/2003,4,2003
28,14,1,1,5,Anne Elise Thompson,1,2,1,3,46,0,,9,2004
43,14,1,1,2,Anne Elise Thompson,1,3,0,3,30,0,4/22/2003,4,2003
27,14,1,0,0,Anne Elise Thompson,1,2,0,3,0,60,,11,2004
28,14,2,0,0,Anne Elise Thompson,1,3,0,3,15,0,5/7/2003,5,2003
28,14,2,1,0,Anne Elise Thompson,3,3,0,3,37,0,5/7/2003,5,2003
22,14,1,1,4,Anne Elise Thompson,3,2,0,3,35,0,9/15/2003,9,2003
42,14,1,0,0,Anne Elise Thompson,6,1,0,3,10,0,,10,2003
44,14,1,0,0,Anne Elise Thompson,5,1,0,3,0,24,,9,2004
35,14,3,0,0,Anne Elise Thompson,1,3,0,3,15,0,7/11/2003,7,2003
29,14,1,1,4,Anne Elise Thompson,1,2,0,3,37,0,,2,2004
45,14,1,0,0,Anne Elise Thompson,1,1,0,3,0,60,9/22/2003,9,2003
33,14,3,1,3,Anne Elise Thompson,1,2,0,3,15,0,9/29/2003,9,2003
59,14,1,1,0,Anne Elise Thompson,5,3,1,3,0,24,,9,2004
32,14,1,1,6,Anne Elise Thompson,1,2,0,3,33,0,,6,2004
46,14,2,1,1,Anne Elise Thompson,3,3,0,3,0,36,,9,2007
26,14,1,1,16,Anne Elise Thompson,3,2,0,3,48,0,,5,2005
42,14,1,0,0,Anne Elise Thompson,5,2,0,3,52,0,,5,2005
48,14,1,0,0,Anne Elise Thompson,6,1,0,3,12,0,,11,2004
23,14,1,1,3,Anne Elise Thompson,3,2,0,3,60,0,,1,2004
63,14,1,1,1,Anne Elise Thompson,3,1,0,3,8,0,,10,2004
55,14,1,1,0,Anne Elise Thompson,6,1,0,3,12,0,,12,2005
23,14,2,0,0,Anne Elise Thompson,1,2,1,3,37,0,,3,2004
37,14,3,1,1,Anne Elise Thompson,1,1,0,3,30,0,,4,2006
40,14,1,1,5,Anne Elise Thompson,3,2,0,3,38,0,,1,2005
65,14,1,0,0,Anne Elise Thompson,5,1,0,3,27,0,,4,2004
48,14,1,1,0,Anne Elise Thompson,3,3,0,3,0,48,,12,2004
32,14,1,0,0,Anne Elise Thompson,3,3,1,3,0,60,,12,2004
55,14,1,0,0,Anne Elise Thompson,6,3,0,3,32,0,,1,2005
40,14,1,1,0,Anne Elise Thompson,6,2,0,3,30,0,,9,2004
44,14,1,1,11,Anne Elise Thompson,3,2,0,3,188,0,,4,2007
45,14,1,1,3,Anne Elise Thompson,1,2,0,3,96,0,,2,2006
19,14,1,1,4,Anne Elise Thompson,1,2,0,3,120,0,,4,2005
37,14,1,1,8,Anne Elise Thompson,5,1,0,3,151,0,,9,2004
27,14,1,0,0,Anne Elise Thompson,5,2,1,3,0,36,,12,2005
56,14,1,1,1,Anne Elise Thompson,6,1,0,3,24,0,,3,2005
50,14,1,0,0,Anne Elise Thompson,6,1,1,3,14,0,,11,2004
24,14,2,0,0,Anne Elise Thompson,5,6,0,3,60,0,,9,2007
28,14,1,1,9,Anne Elise Thompson,5,1,0,3,36,0,,9,2006
30,14,1,1,2,Anne Elise Thompson,5,1,0,3,48,0,,9,2006
31,14,1,1,0,Anne Elise Thompson,5,1,0,3,36,0,,9,2006
27,14,1,1,1,Anne Elise Thompson,6,1,1,3,52,0,,9,2006
28,14,1,1,1,Anne Elise Thompson,6,1,0,3,72,0,,9,2006
39,14,1,1,9,Anne Elise Thompson,3,2,0,3,84,0,,10,2005
29,14,1,1,7,Anne Elise Thompson,5,1,0,3,30,0,,4,2005
28,14,1,1,3,Anne Elise Thompson,3,2,0,3,12,0,,11,2004
26,14,1,0,0,Anne Elise Thompson,1,1,0,3,37,0,,11,2004
39,14,1,0,0,Anne Elise Thompson,3,2,1,3,21,0,,3,2007
25,14,1,1,0,Anne Elise Thompson,5,3,1,3,11,0,,2,2005
30,14,4,1,0,Anne Elise Thompson,3,3,0,3,12,0,,10,2004
31,14,1,1,8,Anne Elise Thompson,1,2,0,3,28,0,,1,2005
20,14,1,1,1,Anne Elise Thompson,1,2,0,3,63,0,,5,2005
22,14,1,1,8,Anne Elise Thompson,1,2,0,3,71,0,,1,2005
26,14,1,1,5,Anne Elise Thompson,1,2,0,3,121,0,,8,2006
37,14,1,1,15,Anne Elise Thompson,3,2,0,3,70,0,,2,2005
26,14,1,1,5,Anne Elise Thompson,1,2,0,3,156,0,,1,2005
26,14,1,1,7,Anne Elise Thompson,1,2,0,3,23,0,,12,2005
32,14,1,1,1,Anne Elise Thompson,3,2,0,3,70,0,,12,2006
31,14,1,1,2,Anne Elise Thompson,3,2,0,3,63,0,,1,2007
29,14,1,1,12,Anne Elise Thompson,3,2,0,3,112,0,,5,2005
25,14,1,1,2,Anne Elise Thompson,3,2,0,3,87,0,,9,2005
36,14,1,1,10,Anne Elise Thompson,1,2,0,3,120,0,,7,2006
32,14,1,1,0,Anne Elise Thompson,1,3,0,3,65,0,,10,2006
27,14,1,1,3,Anne Elise Thompson,1,2,0,3,121,0,,12,2005
47,14,1,1,12,Anne Elise Thompson,1,2,0,3,30,0,,11,2005
54,14,1,1,1,Anne Elise Thompson,6,1,0,3,0,36,,1,2005
47,14,1,1,0,Anne Elise Thompson,6,1,0,3,0,24,,5,2006
46,14,1,0,0,Anne Elise Thompson,5,1,0,3,24,0,,4,2005
74,14,1,1,1,Anne Elise Thompson,3,1,0,3,50,0,,12,2005
46,14,1,1,0,Anne Elise Thompson,3,1,0,3,0,60,,11,2006
40,14,3,1,3,Anne Elise Thompson,5,3,0,3,18,0,,2,2005
39,14,1,1,0,Anne Elise Thompson,6,1,0,3,0,36,,6,2005
31,14,1,1,10,Anne Elise Thompson,1,2,0,3,108,0,,5,2005
48,14,1,0,0,Anne Elise Thompson,3,1,0,3,21,0,,9,2006
,14,1,1,2,Anne Elise Thompson,3,2,0,3,87,0,,8,2006
34,14,1,1,14,Anne Elise Thompson,1,2,0,3,188,0,,8,2006
31,14,1,1,0,Anne Elise Thompson,1,2,0,3,49,0,,4,2006
45,14,1,1,13,Anne Elise Thompson,3,1,0,3,125,0,,5,2005
40,14,1,0,0,Anne Elise Thompson,3,1,0,3,0,24,,12,2005
36,14,1,0,0,Anne Elise Thompson,3,3,1,3,26,0,,5,2005
33,14,1,1,2,Anne Elise Thompson,6,1,0,3,36,0,,5,2005
29,14,1,1,0,Anne Elise Thompson,6,2,0,3,5,0,,6,2007
55,14,1,0,0,Anne Elise Thompson,6,6,0,3,0,36,,9,2005
50,14,1,1,0,Anne Elise Thompson,6,2,0,3,33,0,,5,2007
37,14,1,0,0,Anne Elise Thompson,6,1,0,3,20,0,,7,2008
33,14,1,0,0,Anne Elise Thompson,3,1,0,3,20,0,,8,2008
21,14,1,0,0,Anne Elise Thompson,1,2,1,3,0,36,,12,2005
42,14,1,0,0,Anne Elise Thompson,3,1,0,3,6,0,,10,2006
36,14,1,0,0,Anne Elise Thompson,3,1,0,3,0,36,,9,2005
57,14,1,0,0,Anne Elise Thompson,6,6,0,3,0,36,,9,2005
56,14,1,1,0,Anne Elise Thompson,5,1,0,3,48,0,,1,2006
35,14,1,1,5,Anne Elise Thompson,3,2,0,3,30,0,,11,2005
25,14,1,1,4,Anne Elise Thompson,1,3,0,3,15,0,,11,2005
32,14,1,1,9,Anne Elise Thompson,5,2,0,3,90,0,,10,2006
57,14,1,1,0,Anne Elise Thompson,5,1,0,3,0,60,,3,2007
29,14,1,1,8,Anne Elise Thompson,1,2,0,3,60,0,,2,2006
,14,1,1,1,Anne Elise Thompson,6,1,0,3,20,0,,4,2006
27,14,1,1,10,Anne Elise Thompson,1,2,0,3,120,0,,8,2006
31,14,1,1,14,Anne Elise Thompson,3,2,0,3,140,0,,12,2005
30,14,1,1,18,Anne Elise Thompson,3,2,0,3,130,0,,8,2006
27,14,3,0,0,Anne Elise Thompson,1,3,0,3,30,0,,1,2006
,14,,,,Anne Elise Thompson,,,0,3,14,0,,8,2005
45,14,1,1,15,Anne Elise Thompson,3,2,0,3,140,0,,2,2006
27,14,1,1,17,Anne Elise Thompson,3,2,0,3,77,0,,10,2006
20,14,1,1,1,Anne Elise Thompson,1,2,0,3,20,0,,5,2006
64,14,1,0,0,Anne Elise Thompson,3,1,0,3,84,0,,4,2006
51,14,1,0,0,Anne Elise Thompson,6,1,0,3,21,0,,6,2006
67,14,1,1,0,Anne Elise Thompson,3,1,0,3,0,36,,1,2010
39,14,1,1,19,Anne Elise Thompson,5,2,0,3,16,0,,1,2006
20,14,1,0,0,Anne Elise Thompson,3,2,0,3,18,0,,10,2006
20,14,1,1,8,Anne Elise Thompson,3,2,0,3,57,0,,10,2006
32,14,3,1,0,Anne Elise Thompson,3,3,0,3,7,0,,3,2006
26,14,1,1,6,Anne Elise Thompson,3,2,0,3,24,0,,11,2007
29,14,1,1,2,Anne Elise Thompson,1,3,0,3,24,0,,12,2008
28,14,3,1,9,Anne Elise Thompson,3,3,0,3,12,0,,3,2006
31,14,1,1,21,Anne Elise Thompson,3,2,0,3,77,0,,6,2008
32,14,1,1,20,Anne Elise Thompson,3,2,0,3,188,0,,6,2006
19,14,1,1,0,Anne Elise Thompson,1,2,0,3,60,0,,6,2006
27,14,1,0,0,Anne Elise Thompson,1,3,0,3,16,0,,1,2007
37,14,1,1,18,Anne Elise Thompson,3,3,0,3,130,0,,10,2007
39,14,1,1,19,Anne Elise Thompson,5,2,0,3,92,0,,5,2007
57,14,1,1,6,Anne Elise Thompson,5,1,0,3,200,0,,12,2006
40,14,1,1,1,Anne Elise Thompson,5,3,0,3,24,0,,10,2006
37,14,3,1,3,Anne Elise Thompson,1,1,0,3,27,0,,9,2006
58,14,3,0,0,Anne Elise Thompson,5,1,0,3,9,0,,9,2006
50,14,2,0,0,Anne Elise Thompson,5,3,1,3,36,0,,11,2006
47,14,3,1,0,Anne Elise Thompson,3,1,1,3,36,0,,11,2006
42,14,1,0,0,Anne Elise Thompson,6,2,0,3,24,0,,9,2007
31,14,1,1,8,Anne Elise Thompson,,2,0,3,0,60,,11,2008
25,14,3,0,0,Anne Elise Thompson,3,6,1,3,12,0,,10,2006
24,14,1,1,0,Anne Elise Thompson,1,2,0,3,70,0,,12,2006
31,14,1,1,17,Anne Elise Thompson,1,2,0,3,124,0,,12,2006
58,14,1,1,0,Anne Elise Thompson,6,1,0,3,14,0,,9,2007
63,14,1,1,6,Anne Elise Thompson,5,1,0,3,84,0,,8,2008
52,14,1,1,6,Anne Elise Thompson,5,1,0,3,84,0,,8,2008
27,14,1,1,0,Anne Elise Thompson,1,3,0,3,30,0,,2,2007
34,14,1,0,0,Anne Elise Thompson,3,2,0,3,37,0,,3,2007
59,14,1,1,2,Anne Elise Thompson,6,1,0,3,2,0,,10,2007
38,14,3,1,5,Anne Elise Thompson,3,2,1,3,60,0,,2,2007
28,14,1,1,6,Anne Elise Thompson,3,2,0,3,40,0,,1,2007
23,14,1,1,0,Anne Elise Thompson,3,1,0,3,24,0,,1,2008
30,14,1,1,0,Anne Elise Thompson,3,2,0,3,50,0,,2,2008
37,14,1,1,3,Anne Elise Thompson,3,3,0,3,24,0,,5,2007
32,14,1,1,11,Anne Elise Thompson,5,1,0,3,170,0,,6,2007
53,14,2,1,1,Anne Elise Thompson,1,3,0,3,0,36,,4,2007
61,14,3,1,2,Anne Elise Thompson,1,1,0,3,12,0,,5,2007
42,14,1,1,1,Anne Elise Thompson,1,3,0,3,15,0,,5,2007
44,14,2,1,3,Anne Elise Thompson,1,3,0,3,18,0,,5,2007
34,14,1,1,6,Anne Elise Thompson,5,2,0,3,20,0,,9,2007
42,14,2,0,0,Anne Elise Thompson,1,3,0,3,0,60,,5,2007
36,14,2,0,0,Anne Elise Thompson,1,3,0,3,34,0,,5,2007
35,14,1,1,0,Anne Elise Thompson,1,3,1,3,15,0,,6,2007
36,14,3,1,5,Anne Elise Thompson,3,2,0,3,73,0,,12,2007
68,14,1,1,0,Anne Elise Thompson,1,3,0,3,46,0,,6,2008
42,14,1,1,0,Anne Elise Thompson,1,2,0,3,12,0,,2,2008
69,14,1,0,0,Anne Elise Thompson,5,1,0,3,2,0,,11,2010
52,14,1,0,0,Anne Elise Thompson,6,2,0,3,12,0,,6,2007
25,14,1,1,0,Anne Elise Thompson,3,2,0,3,0,60,,2,2008
51,14,3,1,3,Anne Elise Thompson,1,2,0,3,36,0,,6,2007
32,14,3,1,1,Anne Elise Thompson,,3,0,3,10,0,,9,2007
55,14,1,0,0,Anne Elise Thompson,5,2,1,3,0,36,,9,2007
23,14,1,1,3,Anne Elise Thompson,3,3,0,3,481,0,,5,2009
44,14,1,0,0,Anne Elise Thompson,1,1,0,3,0,60,,10,2007
47,14,1,0,0,Anne Elise Thompson,6,2,1,3,10,0,,5,2008
63,14,1,0,0,Anne Elise Thompson,1,3,0,3,23,0,,2,2008
42,14,1,1,21,Anne Elise Thompson,5,2,0,3,41,0,,4,2010
33,14,1,1,10,Anne Elise Thompson,3,2,0,3,100,0,,1,2010
29,14,1,1,4,Anne Elise Thompson,1,2,0,3,120,0,,7,2008
50,14,3,0,0,Anne Elise Thompson,1,3,0,3,34,0,,12,2007
44,14,1,1,1,Anne Elise Thompson,3,1,0,3,3,0,,9,2008
64,14,1,0,0,Anne Elise Thompson,5,3,1,3,0,36,,12,2008
62,14,1,0,0,Anne Elise Thompson,6,1,0,3,41,0,,3,2009
33,14,1,1,7,Anne Elise Thompson,1,2,0,3,132,0,,5,2009
54,14,1,0,0,Anne Elise Thompson,6,2,0,3,15,0,,12,2008
41,14,1,1,13,Anne Elise Thompson,3,2,0,3,140,0,,6,2008
25,14,2,0,0,Anne Elise Thompson,1,1,0,3,20,0,,3,2008
24,14,1,1,,Anne Elise Thompson,5,3,0,3,27,0,,4,2008
62,14,1,1,1,Anne Elise Thompson,3,1,0,3,21,0,,12,2008
34,14,1,1,0,Anne Elise Thompson,3,1,0,3,25,0,,7,2008
52,14,2,1,0,Anne Elise Thompson,1,1,0,3,0,12,,3,2008
25,14,1,1,9,Anne Elise Thompson,3,2,0,3,120,0,,4,2008
39,14,1,1,1,Anne Elise Thompson,3,2,0,3,25,0,,6,2009
30,14,1,1,19,Anne Elise Thompson,3,2,0,3,90,0,,5,2008
55,14,1,0,0,Anne Elise Thompson,1,1,0,3,70,0,,4,2008
29,14,1,1,6,Anne Elise Thompson,1,2,0,3,120,0,,1,2009
23,14,2,1,0,Anne Elise Thompson,3,3,0,3,108,0,,6,2009
32,14,1,1,0,Anne Elise Thompson,1,3,0,3,120,0,,6,2009
20,14,1,1,4,Anne Elise Thompson,3,2,0,3,120,0,,7,2009
33,14,1,1,0,Anne Elise Thompson,6,3,0,3,75,0,,6,2009
27,14,1,1,13,Anne Elise Thompson,3,2,0,3,0,60,,9,2009
37,14,1,0,0,Anne Elise Thompson,6,1,0,3,0,60,,9,2008
40,14,1,0,0,Anne Elise Thompson,6,1,0,3,20,0,,9,2008
27,14,1,1,5,Anne Elise Thompson,3,2,0,3,180,0,,9,2008
23,14,1,1,4,Anne Elise Thompson,3,2,0,3,39,0,,11,2008
27,14,1,1,11,Anne Elise Thompson,1,2,0,3,96,0,,1,2009
43,14,1,1,0,Anne Elise Thompson,3,3,0,3,0,60,,1,2009
30,14,1,1,1,Anne Elise Thompson,6,3,0,3,5,0,,5,2009
25,14,1,1,3,Anne Elise Thompson,3,3,0,3,57,0,,1,2009
27,14,1,1,6,Anne Elise Thompson,1,3,0,3,102,0,,1,2009
24,14,1,1,4,Anne Elise Thompson,3,3,0,3,63,0,,1,2009
31,14,1,1,35,Anne Elise Thompson,3,3,0,3,60,0,,1,2009
26,14,1,1,11,Anne Elise Thompson,3,3,0,3,36,0,,1,2009
50,14,1,0,0,Anne Elise Thompson,6,6,0,3,15,0,,6,2009
53,14,1,1,0,Anne Elise Thompson,6,2,0,3,18,0,,6,2009
64,14,1,0,0,Anne Elise Thompson,1,1,0,3,0,24,,9,2009
63,14,1,0,0,Anne Elise Thompson,1,1,0,3,15,0,,9,2008
59,14,1,0,0,Anne Elise Thompson,3,1,1,3,0,48,,9,2008
28,14,1,1,7,Anne Elise Thompson,1,2,0,3,44,0,,9,2008
29,14,1,1,10,Anne Elise Thompson,3,2,0,3,100,0,,11,2008
24,14,1,1,4,Anne Elise Thompson,3,2,0,3,39,0,,6,2009
35,14,3,1,6,Anne Elise Thompson,1,2,0,3,18,0,,3,2009
34,14,1,0,0,Anne Elise Thompson,3,1,0,3,39,0,,10,2009
24,14,2,0,0,Anne Elise Thompson,5,3,0,3,0,60,,6,2009
45,14,1,0,0,Anne Elise Thompson,5,1,0,3,1,0,,10,2008
70,14,1,1,0,Anne Elise Thompson,3,1,0,3,4,0,,9,2008
59,14,1,0,0,Anne Elise Thompson,5,1,0,3,24,0,,1,2010
30,14,1,1,10,Anne Elise Thompson,3,2,0,3,70,0,,2,2010
47,14,3,1,5,Anne Elise Thompson,1,,0,3,30,0,,3,2009
35,14,1,1,3,Anne Elise Thompson,3,2,0,3,39,0,,4,2009
52,14,1,0,0,Anne Elise Thompson,3,1,0,3,18,0,,9,2009
37,14,2,0,0,Anne Elise Thompson,6,1,1,3,0,12,,12,2009
42,14,1,0,0,Anne Elise Thompson,6,6,0,3,0,36,,12,2009
40,14,1,1,,Anne Elise Thompson,3,2,0,3,18,0,,10,2009
38,14,1,1,8,Anne Elise Thompson,1,2,0,3,92,0,,4,2009
60,14,1,0,0,Anne Elise Thompson,6,,0,3,0,24,,1,2011
73,14,1,0,0,Anne Elise Thompson,5,1,0,3,0,36,,1,2009
31,14,1,1,7,Anne Elise Thompson,3,3,0,3,27,0,,8,2009
27,14,1,1,13,Anne Elise Thompson,1,2,0,3,69,0,,11,2009
43,14,1,0,0,Anne Elise Thompson,5,1,1,3,2,0,,5,2009
44,14,1,1,7,Anne Elise Thompson,3,1,0,3,32,0,,9,2009
46,14,1,1,0,Anne Elise Thompson,5,2,0,3,20,0,,6,2009
43,14,1,1,17,Anne Elise Thompson,3,1,0,3,120,0,,11,2009
46,14,1,1,7,Anne Elise Thompson,3,2,0,3,48,0,,10,2009
22,14,1,0,0,Anne Elise Thompson,5,3,0,3,32,0,,12,2009
25,14,1,1,0,Anne Elise Thompson,5,2,0,3,13,0,,10,2009
49,14,1,1,0,Anne Elise Thompson,3,1,0,3,34,0,,4,2010
32,14,1,1,15,Anne Elise Thompson,3,2,0,3,96,0,,10,2014
30,14,2,1,0,Anne Elise Thompson,3,2,1,3,42,0,,6,2009
24,14,1,1,5,Anne Elise Thompson,3,1,0,3,63,0,,3,2010
25,14,1,1,15,Anne Elise Thompson,3,2,0,3,96,0,,1,2011
25,14,1,1,5,Anne Elise Thompson,3,2,0,3,24,0,,12,2009
69,14,1,0,0,Anne Elise Thompson,5,1,0,3,0,12,,11,2009
24,14,1,1,9,Anne Elise Thompson,3,2,0,3,70,0,,3,2010
29,14,1,0,0,Anne Elise Thompson,5,3,0,3,21,0,,6,2010
41,14,3,1,0,Anne Elise Thompson,3,2,1,3,0,24,,9,2009
38,14,1,1,12,Anne Elise Thompson,1,2,0,3,292,0,,3,2010
29,14,1,0,0,Anne Elise Thompson,1,1,0,3,5,0,,3,2010
46,14,1,1,,Anne Elise Thompson,,2,0,3,4,0,,6,2009
33,14,1,1,3,Anne Elise Thompson,3,1,0,3,36,0,,4,2010
31,14,1,1,3,Anne Elise Thompson,3,1,0,3,18,0,,3,2010
46,14,1,0,0,Anne Elise Thompson,6,1,0,3,0,36,,10,2009
46,14,3,0,0,Anne Elise Thompson,1,3,0,3,0,24,,10,2009
56,14,2,0,0,Anne Elise Thompson,5,2,0,3,3,0,,12,2011
45,14,1,1,0,Anne Elise Thompson,5,2,1,3,0,36,,10,2009
27,14,3,0,0,Anne Elise Thompson,3,3,0,3,12,0,,10,2009
40,14,3,1,6,Anne Elise Thompson,1,2,0,3,63,0,,12,2010
25,14,1,1,12,Anne Elise Thompson,1,6,0,3,51,0,,3,2010
35,14,1,1,8,Anne Elise Thompson,1,2,0,3,70,0,,2,2010
36,14,1,1,3,Anne Elise Thompson,5,2,0,3,10,0,,12,2009
48,14,1,1,14,Anne Elise Thompson,5,1,0,3,44,0,,2,2011
27,14,1,1,18,Anne Elise Thompson,1,2,0,3,96,0,,4,2010
33,14,1,1,3,Anne Elise Thompson,5,2,0,3,28,0,,1,2010
43,14,1,1,0,Anne Elise Thompson,6,1,0,3,12,0,,3,2010
43,14,1,0,0,Anne Elise Thompson,6,1,0,3,12,0,,3,2010
39,14,1,1,0,Anne Elise Thompson,5,1,0,3,0,24,,1,2010
45,14,3,1,3,Anne Elise Thompson,1,2,1,3,16,0,,5,2010
29,14,1,0,0,Anne Elise Thompson,6,1,0,3,0,36,,9,2011
41,14,1,1,7,Anne Elise Thompson,1,3,0,3,70,0,,5,2010
39,14,1,1,3,Anne Elise Thompson,5,1,0,3,10,0,,4,2010
69,14,1,0,0,Anne Elise Thompson,1,1,1,3,0,60,,5,2010
73,14,1,1,0,Anne Elise Thompson,3,1,0,3,0,60,,5,2010
31,14,1,0,0,Anne Elise Thompson,1,3,1,3,0,0,,12,2010
28,14,1,1,18,Anne Elise Thompson,1,2,0,3,120,0,,10,2010
34,14,1,1,6,Anne Elise Thompson,3,2,0,3,36,0,,12,2010
45,14,1,1,1,Anne Elise Thompson,1,2,0,3,0,36,,5,2011
42,14,1,0,0,Anne Elise Thompson,6,1,1,3,0,36,,6,2012
37,14,1,1,0,Anne Elise Thompson,3,1,0,3,0,36,,6,2012
49,14,1,1,0,Anne Elise Thompson,5,1,1,3,0,36,,10,2011
33,14,1,1,1,Anne Elise Thompson,1,1,0,3,26,0,,12,2010
38,14,1,0,0,Anne Elise Thompson,6,1,0,3,5,0,,11,2011
57,14,1,1,0,Anne Elise Thompson,6,3,0,3,5,0,,12,2010
41,14,1,1,7,Anne Elise Thompson,1,1,0,3,71,0,,8,2011
