AGE,CITIZEN,CRIMHIST,CRIMPTS,judge,NEWEDUC,NEWRACE,MONSEX,OFFICE,PRISTOT,PROBATN,SENTDATE,SENTMON,SENTYR
29,1,1,6,William E. Smith,5,3,0,1,76,0,,2,2012
34,3,1,1,William E. Smith,1,3,0,1,24,0,,2,2011
24,1,1,5,William E. Smith,3,2,0,1,60,0,,11,2011
48,1,1,8,William E. Smith,1,2,0,1,80,0,,8,2012
42,1,1,0,William E. Smith,1,1,1,1,0,0,,6,2011
21,1,1,3,William E. Smith,1,1,0,1,15,0,,10,2011
43,1,1,3,William E. Smith,1,3,0,1,36,0,,8,2011
46,1,1,5,William E. Smith,3,1,1,1,12,0,,9,2011
42,1,1,18,William E. Smith,1,2,0,1,41,0,,11,2011
28,1,1,8,William E. Smith,3,2,0,1,0,60,,1,2012
24,1,1,5,William E. Smith,3,6,0,1,37,0,,8,2011
21,1,1,7,William E. Smith,1,2,0,1,72,0,,6,2011
26,1,1,0,William E. Smith,1,2,0,1,0,36,,5,2013
42,1,1,8,William E. Smith,3,3,0,1,30,0,,7,2013
30,1,1,11,William E. Smith,1,1,0,1,77,0,,10,2011
29,1,1,1,William E. Smith,3,3,0,1,60,0,,5,2011
38,1,1,0,William E. Smith,1,3,0,1,48,0,,5,2011
33,4,1,0,William E. Smith,1,3,0,1,30,0,,8,2011
32,3,1,0,William E. Smith,3,3,0,1,38,0,,12,2011
35,1,1,0,William E. Smith,3,1,1,1,188,0,,2,2014
37,1,1,15,William E. Smith,1,3,0,1,480,0,,2,2014
36,1,1,9,William E. Smith,3,1,0,1,9996,0,,10,2013
45,1,1,0,William E. Smith,5,1,0,1,30,0,,4,2012
29,2,1,0,William E. Smith,6,1,0,1,60,0,,8,2012
30,1,1,4,William E. Smith,3,3,0,1,48,0,,8,2011
20,1,1,9,William E. Smith,3,2,0,1,60,0,,6,2011
31,1,1,3,William E. Smith,1,3,0,1,60,0,,4,2012
22,3,1,0,William E. Smith,3,3,0,1,24,0,,9,2011
23,1,1,0,William E. Smith,5,3,0,1,24,0,,9,2011
41,1,1,9,William E. Smith,3,3,0,1,30,0,,9,2011
36,1,1,0,William E. Smith,3,3,1,1,0,0,,8,2012
40,3,1,0,William E. Smith,1,3,0,1,24,0,,3,2012
69,1,0,0,William E. Smith,5,1,0,1,0,60,,12,2012
70,1,1,0,William E. Smith,3,1,0,1,30,0,,12,2011
71,1,1,3,William E. Smith,1,1,0,1,46,0,,6,2012
84,1,1,4,William E. Smith,1,1,0,1,66,0,,5,2012
53,1,1,0,William E. Smith,1,1,0,1,78,0,,11,2012
58,1,1,12,William E. Smith,1,1,0,1,84,0,,6,2012
48,1,1,3,William E. Smith,5,1,0,1,37,0,,5,2012
54,1,1,7,William E. Smith,3,1,0,1,84,0,,7,2012
65,1,1,7,William E. Smith,3,1,0,1,108,0,,6,2012
27,1,1,11,William E. Smith,1,1,0,1,84,0,,8,2011
34,1,1,6,William E. Smith,5,2,0,1,21,0,,1,2012
29,2,1,0,William E. Smith,5,3,0,1,30,0,,10,2011
32,3,1,5,William E. Smith,1,3,0,1,13,0,,6,2011
37,4,1,0,William E. Smith,1,3,0,1,60,0,,11,2011
59,1,1,0,William E. Smith,6,1,0,1,0,24,,11,2011
39,3,1,12,William E. Smith,1,3,0,1,70,0,,10,2011
46,1,1,5,William E. Smith,3,3,0,1,66,0,,12,2011
37,3,1,0,William E. Smith,3,3,0,1,24,0,,12,2011
49,1,0,0,William E. Smith,5,1,0,1,0,0,,8,2012
35,1,1,0,William E. Smith,3,2,0,1,0,60,,8,2011
27,3,1,1,William E. Smith,1,3,0,1,0,0,,8,2011
45,1,1,0,William E. Smith,3,1,0,1,0,36,,12,2011
51,1,0,0,William E. Smith,5,1,0,1,72,0,,9,2011
24,1,1,8,William E. Smith,1,3,0,1,51,0,,7,2011
34,2,1,4,William E. Smith,1,6,0,1,120,0,,1,2012
25,1,1,0,William E. Smith,5,3,0,1,0,60,,8,2011
34,1,1,1,William E. Smith,1,3,0,1,0,60,,8,2012
22,1,1,0,William E. Smith,1,3,0,1,66,0,,2,2012
27,1,1,16,William E. Smith,1,3,0,1,84,0,,1,2012
49,1,1,14,William E. Smith,3,3,0,1,11,0,,3,2016
37,3,1,1,William E. Smith,1,3,0,1,6,0,,10,2011
56,3,1,0,William E. Smith,1,3,0,1,24,0,,11,2011
34,2,1,10,William E. Smith,1,6,0,1,57,0,,11,2011
33,1,1,1,William E. Smith,3,3,0,1,156,0,,10,2012
30,1,1,10,William E. Smith,1,1,0,1,96,0,,9,2011
31,1,1,1,William E. Smith,5,1,0,1,48,0,,9,2011
39,1,1,4,William E. Smith,6,3,0,1,70,0,,10,2011
48,1,1,7,William E. Smith,5,2,0,1,9996,0,,1,2013
55,1,1,0,William E. Smith,5,1,0,1,24,0,,11,2011
28,3,1,4,William E. Smith,1,3,0,1,16,0,,12,2011
33,3,1,,William E. Smith,,3,0,1,0,0,,8,2011
26,1,1,18,William E. Smith,1,2,0,1,65,0,,1,2012
23,1,1,1,William E. Smith,1,1,0,1,120,0,,11,2012
44,1,1,9,William E. Smith,3,1,0,1,272,0,,5,2013
49,1,1,0,William E. Smith,3,1,0,1,84,0,,1,2012
34,1,1,0,William E. Smith,5,6,1,1,12,0,,6,2012
68,1,1,14,William E. Smith,1,1,0,1,0,0,,6,2014
41,1,1,9,William E. Smith,1,2,0,1,180,0,,5,2012
36,4,1,0,William E. Smith,6,6,0,1,6,0,,11,2011
46,1,1,19,William E. Smith,5,2,1,1,30,0,,3,2012
36,3,1,0,William E. Smith,1,3,0,1,12,0,,1,2012
28,1,1,13,William E. Smith,1,2,0,1,120,0,,4,2012
24,1,1,12,William E. Smith,1,3,0,1,77,0,,11,2012
30,1,1,8,William E. Smith,1,3,0,1,46,0,,2,2013
22,1,1,1,William E. Smith,1,3,0,1,14,0,,1,2012
37,1,1,12,William E. Smith,3,1,1,1,60,0,,4,2012
25,1,1,3,William E. Smith,3,1,0,1,70,0,,3,2013
32,1,1,12,William E. Smith,5,6,0,1,51,0,,4,2012
28,1,1,8,William E. Smith,3,2,0,1,72,0,,7,2012
47,1,1,3,William E. Smith,3,1,0,1,0,0,,4,2012
47,1,1,0,William E. Smith,3,1,0,1,0,60,,6,2012
25,1,1,4,William E. Smith,1,3,0,1,48,0,,6,2012
50,1,1,0,William E. Smith,3,1,0,1,0,24,,7,2012
53,1,0,0,William E. Smith,6,1,0,1,72,0,,12,2013
29,1,0,0,William E. Smith,6,6,0,1,12,0,,12,2013
33,3,1,3,William E. Smith,5,3,0,1,3,0,,1,2012
29,1,1,3,William E. Smith,3,3,0,1,71,0,,4,2012
31,1,1,6,William E. Smith,1,3,0,1,144,0,,3,2013
49,1,1,19,William E. Smith,3,1,0,1,151,0,,3,2013
27,1,1,7,William E. Smith,3,2,0,1,57,0,,9,2012
59,1,0,0,William E. Smith,6,1,1,1,0,36,,5,2012
27,1,1,4,William E. Smith,3,1,0,1,12,0,,6,2012
33,1,1,10,William E. Smith,3,1,0,1,30,0,,9,2012
33,1,1,14,William E. Smith,1,2,0,1,144,0,,10,2012
32,3,1,0,William E. Smith,1,3,0,1,0,0,,4,2012
37,3,1,0,William E. Smith,1,3,0,1,24,0,,8,2012
29,1,1,1,William E. Smith,5,3,0,1,41,0,,1,2013
32,1,1,4,William E. Smith,1,3,0,1,96,0,,1,2013
32,1,1,6,William E. Smith,5,2,0,1,48,0,,8,2012
34,1,1,4,William E. Smith,3,3,0,1,72,0,,10,2012
30,1,1,3,William E. Smith,1,2,0,1,24,0,,1,2013
39,1,1,0,William E. Smith,3,1,0,1,18,0,,11,2012
49,3,1,0,William E. Smith,1,3,0,1,80,0,,10,2013
28,1,1,0,William E. Smith,3,3,0,1,80,0,,10,2013
29,2,1,0,William E. Smith,1,3,0,1,180,0,,10,2013
27,1,0,0,William E. Smith,1,3,0,1,70,0,,10,2013
30,3,1,0,William E. Smith,3,3,0,1,90,0,,3,2013
23,3,0,0,William E. Smith,1,3,0,1,90,0,,7,2013
25,1,0,0,William E. Smith,1,3,0,1,60,0,,8,2013
30,1,1,1,William E. Smith,1,3,0,1,57,0,,1,2013
24,1,1,2,William E. Smith,3,3,0,1,30,0,,4,2013
33,3,0,0,William E. Smith,1,6,0,1,16,0,,5,2013
35,3,1,4,William E. Smith,3,3,0,1,0,0,,1,2013
27,2,0,0,William E. Smith,5,3,1,1,0,36,,10,2012
26,1,1,18,William E. Smith,1,1,0,1,151,0,,10,2012
35,1,1,,William E. Smith,3,1,1,1,60,0,,11,2012
42,1,1,14,William E. Smith,3,3,0,1,168,0,,4,2013
54,1,1,4,William E. Smith,3,2,0,1,36,0,,7,2013
46,1,1,6,William E. Smith,6,1,0,1,6,0,,9,2013
32,1,1,0,William E. Smith,3,1,0,1,12,0,,12,2012
29,1,1,0,William E. Smith,3,6,0,1,24,0,,7,2013
28,1,1,2,William E. Smith,3,3,0,1,0,60,,5,2014
27,1,1,4,William E. Smith,3,3,0,1,37,0,,5,2013
23,1,0,0,William E. Smith,1,3,1,1,0,60,,7,2013
32,4,1,1,William E. Smith,3,3,0,1,71,0,,3,2013
33,1,1,1,William E. Smith,3,3,0,1,20,0,,3,2013
20,1,1,1,William E. Smith,1,1,0,1,24,0,,5,2013
34,1,1,0,William E. Smith,5,1,0,1,78,0,,7,2013
24,1,1,9,William E. Smith,3,1,0,1,60,0,,9,2013
29,1,1,1,William E. Smith,3,1,0,1,15,0,,1,2014
50,1,1,0,William E. Smith,5,1,0,1,39,0,,1,2014
25,1,1,4,William E. Smith,3,3,0,1,46,0,,10,2013
44,1,1,0,William E. Smith,3,3,0,1,24,0,,5,2013
41,1,1,6,William E. Smith,5,1,0,1,50,0,,6,2014
44,1,1,10,William E. Smith,3,1,0,1,30,0,,6,2014
31,1,0,0,William E. Smith,5,3,1,1,0,36,,4,2013
32,1,0,0,William E. Smith,1,3,0,1,0,36,,7,2013
40,1,1,8,William E. Smith,3,1,0,1,0,60,,10,2013
43,1,1,28,William E. Smith,3,3,0,1,37,0,,9,2013
65,3,1,3,William E. Smith,1,3,0,1,30,0,,8,2013
25,3,1,0,William E. Smith,1,3,0,1,30,0,,5,2013
26,3,1,2,William E. Smith,1,3,0,1,5,0,,5,2013
27,1,1,11,William E. Smith,3,3,0,1,84,0,,12,2013
42,1,1,6,William E. Smith,3,3,0,1,70,0,,5,2013
34,1,1,0,William E. Smith,3,3,0,1,70,0,,7,2013
26,1,1,0,William E. Smith,3,3,0,1,57,0,,7,2013
29,1,1,6,William E. Smith,3,3,0,1,121,0,,11,2013
37,1,1,15,William E. Smith,3,2,0,1,216,0,,1,2014
36,3,0,0,William E. Smith,1,3,0,1,30,0,,10,2013
20,4,0,0,William E. Smith,1,3,0,1,36,0,,7,2013
27,3,1,2,William E. Smith,,3,0,1,3,0,,4,2013
23,1,1,7,William E. Smith,3,2,0,1,37,0,,11,2013
30,3,1,1,William E. Smith,1,3,0,1,120,0,,9,2013
34,1,1,4,William E. Smith,3,2,0,1,63,0,,9,2014
22,1,1,0,William E. Smith,1,3,1,1,0,0,,8,2014
26,1,1,0,William E. Smith,3,1,0,1,18,0,,10,2014
43,1,1,3,William E. Smith,3,1,0,1,18,0,,1,2014
31,1,0,0,William E. Smith,1,3,1,1,0,36,,5,2014
46,1,1,0,William E. Smith,6,1,0,1,0,60,,6,2014
36,1,0,0,William E. Smith,5,1,0,1,0,60,,5,2014
24,1,1,2,William E. Smith,3,1,0,1,0,60,,5,2014
27,2,1,0,William E. Smith,3,1,0,1,24,0,,9,2014
49,2,1,0,William E. Smith,3,1,0,1,33,0,,10,2014
41,3,1,0,William E. Smith,3,1,0,1,42,0,,10,2014
29,1,1,0,William E. Smith,1,3,0,1,36,0,,1,2014
45,1,1,9,William E. Smith,1,2,0,1,57,0,,11,2013
38,1,1,7,William E. Smith,1,2,0,1,57,0,,9,2013
41,1,1,8,William E. Smith,1,1,0,1,40,0,,1,2014
30,3,1,1,William E. Smith,1,3,0,1,12,0,,10,2013
51,1,1,2,William E. Smith,5,1,0,1,0,60,,1,2014
29,1,1,1,William E. Smith,5,1,0,1,36,0,,11,2013
44,1,1,8,William E. Smith,3,2,0,1,120,0,,1,2014
35,3,1,2,William E. Smith,1,3,0,1,10,0,,1,2014
35,1,0,0,William E. Smith,3,1,0,1,0,12,,4,2014
20,1,1,9,William E. Smith,1,2,0,1,60,0,,1,2014
60,1,0,0,William E. Smith,6,1,0,1,0,0,,12,2013
26,1,1,0,William E. Smith,5,1,0,1,24,0,,2,2014
56,1,1,4,William E. Smith,1,1,0,1,50,0,,1,2014
33,1,1,10,William E. Smith,1,2,0,1,140,0,,9,2014
25,2,0,0,William E. Smith,6,1,0,1,0,24,,3,2014
34,1,0,0,William E. Smith,6,1,0,1,15,0,,9,2014
40,1,1,1,William E. Smith,1,3,1,1,18,0,,2,2014
24,1,1,6,William E. Smith,3,2,0,1,48,0,,5,2014
38,3,1,4,William E. Smith,1,3,0,1,10,0,,4,2014
19,1,1,1,William E. Smith,3,1,1,1,24,0,,5,2014
36,1,1,8,William E. Smith,5,1,0,1,105,0,,2,2014
40,2,1,0,William E. Smith,5,3,0,1,24,0,,8,2014
38,1,1,12,William E. Smith,3,2,0,1,84,0,,11,2015
28,1,1,6,William E. Smith,1,3,0,1,60,0,,6,2014
53,1,1,7,William E. Smith,1,3,0,1,24,0,,8,2014
34,2,1,2,William E. Smith,1,3,0,1,90,0,,11,2013
52,1,0,0,William E. Smith,3,1,1,1,0,36,,5,2014
37,1,1,3,William E. Smith,5,2,0,1,60,0,,1,2016
36,1,1,11,William E. Smith,1,2,0,1,24,0,,8,2014
27,4,1,0,William E. Smith,1,3,0,1,42,0,,11,2013
39,1,1,0,William E. Smith,1,3,0,1,0,36,,11,2014
21,2,1,0,William E. Smith,3,2,0,1,36,0,,7,2015
28,1,1,0,William E. Smith,5,2,0,1,36,0,,7,2015
40,1,1,0,William E. Smith,3,2,0,1,78,0,,8,2015
48,3,1,0,William E. Smith,1,3,0,1,30,0,,6,2014
22,1,1,13,William E. Smith,1,3,0,1,60,0,,6,2014
32,1,1,1,William E. Smith,5,1,0,1,18,0,,12,2014
38,1,1,4,William E. Smith,3,1,0,1,34,0,,5,2015
29,1,1,6,William E. Smith,5,3,0,1,60,0,,1,2015
49,1,1,0,William E. Smith,6,1,0,1,12,0,,10,2014
30,1,1,4,William E. Smith,3,1,0,1,120,0,,1,2015
67,1,1,0,William E. Smith,5,1,1,1,0,60,,5,2015
33,1,1,13,William E. Smith,1,3,0,1,18,0,,10,2014
23,1,1,3,William E. Smith,3,3,0,1,84,0,,8,2015
29,1,1,4,William E. Smith,3,2,0,1,161,0,,6,2015
37,3,1,3,William E. Smith,1,3,0,1,36,0,,10,2015
25,1,1,8,William E. Smith,1,2,0,1,1,0,,6,2014
32,1,0,0,William E. Smith,5,3,0,1,36,0,,1,2015
31,1,1,1,William E. Smith,3,6,1,1,48,0,,8,2014
49,1,1,6,William E. Smith,3,1,1,1,0,36,,2,2015
51,1,1,7,William E. Smith,3,1,0,1,0,36,,2,2015
51,1,1,2,William E. Smith,3,1,0,1,0,60,,2,2015
39,1,1,6,William E. Smith,1,2,0,1,0,60,,6,2015
52,1,1,2,William E. Smith,5,3,1,1,0,60,,6,2015
44,1,1,3,William E. Smith,5,1,0,1,72,0,,11,2014
36,1,1,13,William E. Smith,1,3,0,1,84,0,,11,2014
35,2,1,1,William E. Smith,3,3,0,1,57,0,,5,2015
48,1,1,1,William E. Smith,5,1,0,1,0,36,,9,2014
53,1,1,0,William E. Smith,3,1,0,1,0,36,,10,2014
40,1,1,2,William E. Smith,1,6,0,1,12,0,,12,2014
28,3,1,5,William E. Smith,1,3,0,1,13,0,,10,2014
28,1,1,11,William E. Smith,1,2,0,1,41,0,,10,2015
67,1,0,0,William E. Smith,6,1,0,1,24,0,,3,2015
45,1,1,11,William E. Smith,5,1,0,1,46,0,,9,2015
32,3,1,0,William E. Smith,1,3,0,1,0,0,,2,2015
50,3,1,3,William E. Smith,1,3,0,1,87,0,,7,2015
48,1,0,0,William E. Smith,6,3,1,1,0,36,,10,2015
28,1,1,2,William E. Smith,5,3,0,1,60,0,,4,2015
36,2,0,0,William E. Smith,1,3,0,1,24,0,,12,2014
39,1,1,4,William E. Smith,1,3,0,1,48,0,,12,2014
50,1,1,9,William E. Smith,3,1,0,1,144,0,,9,2014
40,1,0,0,William E. Smith,5,3,1,1,0,36,,3,2015
33,3,1,0,William E. Smith,,3,0,1,3,0,,10,2014
42,1,0,0,William E. Smith,3,1,0,1,60,0,,1,2015
21,1,1,0,William E. Smith,3,1,1,1,0,36,,10,2015
34,1,1,12,William E. Smith,3,2,0,1,144,0,,8,2015
35,1,1,12,William E. Smith,3,2,0,1,156,0,,10,2015
40,1,1,0,William E. Smith,6,1,0,1,0,36,,10,2015
45,1,1,4,William E. Smith,5,1,0,1,60,0,,7,2015
36,1,1,10,William E. Smith,3,1,0,1,70,0,,6,2015
40,1,1,0,William E. Smith,5,3,1,1,30,0,,3,2015
28,1,1,0,William E. Smith,5,3,0,1,0,0,,5,2015
24,1,1,2,William E. Smith,3,2,0,1,12,0,,7,2015
27,1,1,0,William E. Smith,3,3,1,1,0,36,,7,2015
33,1,1,7,William E. Smith,1,2,0,1,24,0,,7,2015
31,1,1,12,William E. Smith,1,1,0,1,0,0,,4,2018
53,1,0,0,William E. Smith,6,1,0,1,36,0,,6,2015
43,3,1,2,William E. Smith,1,3,0,1,12,0,,6,2015
37,3,1,0,William E. Smith,1,3,0,1,60,0,,9,2015
28,1,1,7,William E. Smith,3,2,0,1,36,0,,2,2016
30,1,1,15,William E. Smith,3,2,0,1,90,0,,3,2016
34,1,1,6,William E. Smith,1,1,0,1,24,0,,9,2015
27,1,1,5,William E. Smith,3,2,0,1,18,0,,7,2015
24,1,1,4,William E. Smith,1,2,0,1,78,0,,12,2015
28,1,1,14,William E. Smith,5,2,0,1,84,0,,12,2015
24,1,1,2,William E. Smith,1,2,0,1,0,0,,4,2017
25,1,1,11,William E. Smith,3,6,0,1,48,0,,12,2015
45,1,1,16,William E. Smith,3,1,0,1,0,0,,9,2015
40,1,0,0,William E. Smith,6,1,0,1,0,18,,9,2015
30,1,1,2,William E. Smith,3,3,0,1,66,0,,3,2017
29,1,1,7,William E. Smith,1,3,0,1,72,0,,2,2017
22,1,1,0,William E. Smith,1,3,0,1,24,0,,10,2016
51,1,1,1,William E. Smith,5,1,0,1,0,0,,8,2018
32,1,1,8,William E. Smith,3,1,1,1,36,0,,12,2015
39,1,1,9,William E. Smith,1,1,0,1,46,0,,12,2015
45,1,0,0,William E. Smith,5,1,0,1,18,0,,11,2015
59,1,0,0,William E. Smith,5,1,0,1,0,12,,11,2015
34,1,1,0,William E. Smith,1,3,0,1,46,0,,9,2016
28,3,1,0,William E. Smith,1,3,0,1,60,0,,6,2016
36,1,1,1,William E. Smith,5,3,0,1,36,0,,12,2015
57,3,1,1,William E. Smith,3,3,0,1,8,0,,11,2016
26,3,1,1,William E. Smith,3,3,0,1,0,36,,8,2016
29,1,1,1,William E. Smith,5,6,0,1,0,24,,12,2016
27,1,1,0,William E. Smith,3,3,0,1,0,0,,1,2017
36,1,1,16,William E. Smith,1,3,0,1,24,0,,4,2017
70,1,1,3,William E. Smith,1,1,0,1,0,36,,7,2017
32,1,1,1,William E. Smith,1,6,0,1,20,0,,10,2016
36,1,1,24,William E. Smith,3,2,0,1,240,0,,11,2016
50,2,0,0,William E. Smith,3,3,1,1,0,36,,11,2016
45,2,1,0,William E. Smith,1,3,1,1,36,0,,3,2017
44,2,0,0,William E. Smith,3,3,1,1,36,0,,3,2017
53,1,0,0,William E. Smith,5,3,0,1,72,0,,11,2016
23,1,1,1,William E. Smith,5,3,0,1,0,12,,7,2016
42,1,1,15,William E. Smith,3,2,0,1,77,0,,5,2016
28,1,1,0,William E. Smith,5,3,0,1,24,0,,1,2016
30,1,1,3,William E. Smith,3,3,0,1,0,12,,1,2017
44,1,1,0,William E. Smith,3,1,0,1,24,0,,5,2016
31,3,1,12,William E. Smith,1,3,0,1,51,0,,6,2016
55,1,1,4,William E. Smith,6,3,0,1,180,0,,3,2016
32,3,1,0,William E. Smith,1,3,1,1,70,0,,2,2016
51,1,0,0,William E. Smith,6,3,0,1,12,0,,4,2016
26,1,1,5,William E. Smith,1,2,0,1,15,0,,9,2016
26,1,1,4,William E. Smith,3,1,0,1,84,0,,7,2018
26,1,1,10,William E. Smith,3,2,0,1,96,0,,4,2018
29,2,1,0,William E. Smith,3,3,0,1,60,0,,4,2017
57,1,0,0,William E. Smith,6,1,0,1,0,36,,4,2016
36,3,1,4,William E. Smith,1,3,0,1,0,0,,11,2016
46,1,1,0,William E. Smith,5,1,1,1,0,24,,5,2016
45,1,0,0,William E. Smith,3,1,0,1,0,36,,9,2016
30,1,1,8,William E. Smith,3,6,0,1,46,0,,9,2016
35,1,1,6,William E. Smith,3,2,0,1,60,0,,3,2017
37,1,0,0,William E. Smith,5,6,0,1,24,0,,4,2017
46,1,1,0,William E. Smith,3,1,0,1,0,48,,7,2016
35,3,1,0,William E. Smith,1,3,0,1,24,0,,12,2016
48,1,1,1,William E. Smith,5,3,1,1,36,0,,12,2016
21,,1,5,William E. Smith,,,0,1,0,0,,12,2016
52,1,1,10,William E. Smith,3,2,0,1,60,0,,9,2016
40,1,1,4,William E. Smith,3,2,0,1,72,0,,9,2016
29,1,1,4,William E. Smith,5,1,0,1,36,0,,6,2017
23,1,1,1,William E. Smith,3,3,0,1,0,0,,8,2018
22,1,1,6,William E. Smith,3,1,0,1,48,0,,7,2017
39,2,0,0,William E. Smith,1,3,1,1,84,0,,6,2017
49,1,0,0,William E. Smith,5,1,0,1,0,0,,1,2017
37,1,1,6,William E. Smith,3,1,0,1,63,0,,10,2017
38,3,1,6,William E. Smith,1,3,0,1,12,0,,11,2016
48,1,0,0,William E. Smith,6,1,0,1,84,0,,3,2017
25,1,1,2,William E. Smith,3,3,0,1,36,0,,10,2017
26,1,1,5,William E. Smith,3,2,0,1,60,0,,1,2018
40,3,1,6,William E. Smith,1,3,0,1,0,0,,11,2016
40,1,1,5,William E. Smith,3,2,0,1,48,0,,6,2017
37,1,0,0,William E. Smith,6,2,0,1,21,0,,4,2017
35,1,1,3,William E. Smith,5,2,0,1,15,0,,9,2017
58,1,1,0,William E. Smith,3,1,0,1,30,0,,7,2017
58,1,1,1,William E. Smith,3,1,0,1,0,36,,6,2017
37,3,1,0,William E. Smith,1,3,0,1,0,0,,1,2017
41,3,1,6,William E. Smith,3,3,0,1,18,0,,9,2017
39,2,1,0,William E. Smith,5,6,0,1,235,0,,11,2017
40,1,1,1,William E. Smith,1,3,0,1,0,36,,5,2017
65,1,0,0,William E. Smith,6,1,0,1,51,0,,6,2017
40,1,1,3,William E. Smith,1,3,0,1,41,0,,7,2017
67,1,0,0,William E. Smith,6,1,0,1,33,0,,8,2017
48,1,1,2,William E. Smith,5,6,0,1,12,0,,7,2017
46,3,1,3,William E. Smith,5,3,0,1,120,0,,6,2018
42,2,1,0,William E. Smith,3,3,0,1,48,0,,8,2018
49,1,0,0,William E. Smith,5,1,0,1,6,0,,7,2017
33,1,0,0,William E. Smith,5,1,0,1,75,0,,3,2018
46,1,1,0,William E. Smith,6,1,0,1,24,0,,10,2017
49,1,1,7,William E. Smith,3,1,0,1,120,0,,4,2018
45,1,1,3,William E. Smith,5,3,1,1,48,0,,9,2018
48,3,1,1,William E. Smith,5,3,0,1,0,0,,7,2017
21,1,1,7,William E. Smith,1,2,1,1,24,0,,10,2017
33,3,1,0,William E. Smith,1,3,0,1,48,0,,7,2017
55,1,0,0,William E. Smith,6,1,0,1,60,0,,12,2017
30,1,1,18,William E. Smith,3,2,0,1,24,0,,1,2018
46,1,1,1,William E. Smith,5,1,0,1,60,0,,12,2017
34,1,1,3,William E. Smith,3,3,0,1,45,0,,12,2017
42,1,0,0,William E. Smith,3,1,0,1,36,0,,5,2018
52,1,1,1,William E. Smith,3,1,0,1,48,0,,4,2018
48,3,1,3,William E. Smith,1,3,0,1,18,0,,6,2018
50,3,1,3,William E. Smith,1,3,0,1,0,0,,7,2018
53,1,1,0,William E. Smith,6,1,0,1,33,0,,6,2018
36,2,0,0,William E. Smith,6,2,0,1,13,0,,7,2018
29,1,1,4,William E. Smith,3,1,1,1,24,0,,6,2018
26,3,1,3,William E. Smith,3,3,0,1,0,0,,4,2018
36,2,0,0,William E. Smith,6,2,0,1,13,0,,7,2018
37,3,1,0,William E. Smith,1,3,0,1,0,0,,6,2018
47,3,1,1,William E. Smith,1,3,0,1,0,0,,5,2018
39,1,1,2,William E. Smith,6,1,0,1,41,0,,9,2018
