AGE,CITIZEN,CRIMHIST,CRIMPTS,judge,NEWEDUC,NEWRACE,MONSEX,OFFICE,PRISTOT,PROBATN,SENTDATE,SENTMON,SENTYR
26,1,1,16,William E. Smith,1,2,0,1,77,0,,5,2004
58,1,1,6,William E. Smith,6,1,0,1,12,0,,8,2004
31,1,0,0,William E. Smith,6,1,1,1,18,0,,4,2004
35,1,1,20,William E. Smith,1,1,0,1,90,0,,9,2004
26,1,1,6,William E. Smith,3,2,0,1,46,0,,5,2004
30,2,1,1,William E. Smith,1,3,0,1,87,0,,8,2004
29,4,0,0,William E. Smith,1,3,0,1,108,0,,8,2004
24,1,1,3,William E. Smith,3,2,1,1,51,0,,5,2004
48,1,0,0,William E. Smith,3,3,1,1,41,0,,5,2004
48,3,1,0,William E. Smith,1,3,0,1,37,0,,6,2004
39,1,1,2,William E. Smith,1,3,0,1,27,0,,7,2004
41,1,0,0,William E. Smith,3,1,0,1,6,0,,12,2004
29,1,0,0,William E. Smith,3,3,0,1,64,0,,8,2004
23,1,1,8,William E. Smith,1,2,0,1,30,0,,6,2004
43,1,1,16,William E. Smith,3,1,0,1,160,0,,8,2004
25,1,1,0,William E. Smith,3,1,1,1,70,0,,9,2004
22,1,1,1,William E. Smith,1,1,0,1,12,0,,8,2004
21,1,1,15,William E. Smith,3,2,0,1,70,0,,4,2005
25,1,1,9,William E. Smith,3,3,0,1,12,0,,7,2004
33,1,1,12,William E. Smith,3,1,0,1,81,0,,10,2004
23,1,1,3,William E. Smith,1,3,0,1,16,0,,9,2004
33,1,1,9,William E. Smith,1,3,0,1,200,0,,1,2005
40,1,1,21,William E. Smith,3,1,0,1,70,0,,10,2004
39,1,1,8,William E. Smith,3,1,0,1,78,0,,10,2004
40,3,1,0,William E. Smith,6,1,0,1,71,0,,7,2005
40,1,0,0,William E. Smith,3,3,1,1,12,0,,2,2005
24,1,1,4,William E. Smith,1,2,0,1,70,0,,5,2005
30,4,1,1,William E. Smith,1,3,0,1,37,0,,5,2005
22,3,1,2,William E. Smith,1,3,0,1,30,0,,2,2005
26,1,1,4,William E. Smith,3,3,0,1,120,0,,9,2005
22,1,1,5,William E. Smith,1,2,0,1,70,0,,6,2005
22,1,1,8,William E. Smith,1,2,0,1,120,0,,5,2005
31,1,1,7,William E. Smith,1,2,0,1,180,0,,4,2005
33,1,1,16,William E. Smith,1,3,0,1,156,0,,7,2005
31,1,0,0,William E. Smith,5,3,0,1,12,0,,5,2005
28,1,1,2,William E. Smith,1,3,0,1,9,0,,6,2005
25,1,1,14,William E. Smith,1,2,0,1,120,0,,4,2005
24,1,1,15,William E. Smith,1,1,0,1,200,0,,4,2005
24,1,0,0,William E. Smith,1,1,0,1,60,0,,3,2005
34,2,1,1,William E. Smith,1,3,0,1,46,0,,3,2005
34,1,1,13,William E. Smith,1,3,0,1,200,0,,4,2005
62,3,1,0,William E. Smith,1,3,0,1,48,0,,1,2006
35,1,1,0,William E. Smith,3,1,0,1,0,24,,5,2005
36,1,1,4,William E. Smith,1,3,0,1,192,0,,12,2005
26,1,1,19,William E. Smith,1,2,0,1,180,0,,7,2005
34,3,1,3,William E. Smith,1,3,0,1,27,0,,6,2005
27,3,1,3,William E. Smith,3,3,0,1,120,0,,7,2006
27,1,1,6,William E. Smith,1,2,0,1,195,0,,2,2007
23,3,1,3,William E. Smith,1,3,0,1,41,0,,7,2005
31,1,1,1,William E. Smith,3,3,0,1,120,0,,9,2005
28,1,0,0,William E. Smith,6,1,0,1,24,0,,1,2006
30,2,0,0,William E. Smith,5,3,0,1,18,0,,11,2005
26,1,1,15,William E. Smith,3,2,0,1,111,0,,12,2005
23,1,0,0,William E. Smith,1,6,0,1,5,0,,7,2005
25,1,1,6,William E. Smith,1,3,0,1,188,0,,12,2005
26,1,1,12,William E. Smith,1,1,0,1,46,0,,12,2005
30,1,1,9,William E. Smith,3,2,0,1,84,0,,8,2005
21,1,0,0,William E. Smith,3,1,0,1,46,0,,1,2006
22,1,1,3,William E. Smith,1,1,0,1,63,0,,8,2005
36,1,1,2,William E. Smith,,1,0,1,160,0,,4,2006
40,1,1,6,William E. Smith,1,1,0,1,180,0,,12,2005
46,1,1,18,William E. Smith,3,1,0,1,151,0,,10,2005
48,1,0,0,William E. Smith,5,3,0,1,18,0,,9,2005
33,1,1,36,William E. Smith,1,2,0,1,188,0,,2,2006
25,1,1,1,William E. Smith,3,1,0,1,70,0,,2,2006
23,1,1,8,William E. Smith,3,2,0,1,36,0,,12,2005
33,1,1,0,William E. Smith,1,3,0,1,46,0,,12,2005
26,1,1,1,William E. Smith,3,2,0,1,42,0,,12,2005
19,3,1,9,William E. Smith,1,3,0,1,46,0,,10,2005
36,1,1,9,William E. Smith,3,3,0,1,292,0,,3,2006
37,3,1,12,William E. Smith,1,3,0,1,77,0,,3,2006
31,1,1,2,William E. Smith,5,2,0,1,30,0,,4,2006
57,1,1,0,William E. Smith,6,1,0,1,21,0,,5,2006
30,1,1,6,William E. Smith,5,2,0,1,240,0,,8,2006
54,1,1,1,William E. Smith,1,1,0,1,138,0,,2,2006
30,3,1,8,William E. Smith,1,3,0,1,10,0,,3,2006
22,3,0,0,William E. Smith,1,1,0,1,6,0,,1,2006
45,1,0,0,William E. Smith,6,1,0,1,51,0,,5,2006
26,1,1,9,William E. Smith,3,2,0,1,37,0,,3,2006
31,2,1,1,William E. Smith,1,3,0,1,37,0,,9,2006
29,3,0,0,William E. Smith,1,3,0,1,70,0,,6,2006
23,1,1,1,William E. Smith,1,3,0,1,41,0,,3,2006
42,2,0,0,William E. Smith,3,3,0,1,41,0,,4,2006
42,1,1,2,William E. Smith,3,3,1,1,27,0,,3,2006
39,1,1,11,William E. Smith,1,1,0,1,51,0,,5,2006
22,1,1,6,William E. Smith,1,6,0,1,27,0,,5,2006
37,1,1,3,William E. Smith,1,1,0,1,181,0,,8,2007
36,1,1,4,William E. Smith,3,2,0,1,180,0,,9,2006
30,1,1,3,William E. Smith,5,1,0,1,120,0,,2,2006
28,1,1,9,William E. Smith,1,3,0,1,168,0,,3,2008
34,1,1,4,William E. Smith,5,2,0,1,24,0,,5,2006
32,1,1,9,William E. Smith,1,1,0,1,46,0,,3,2006
40,3,1,0,William E. Smith,1,3,0,1,24,0,,3,2006
27,4,1,3,William E. Smith,1,3,0,1,121,0,,1,2007
34,3,1,3,William E. Smith,1,3,0,1,12,0,,3,2006
35,3,1,0,William E. Smith,1,3,0,1,78,0,,10,2006
36,1,1,3,William E. Smith,1,3,0,1,96,0,,8,2006
22,2,1,0,William E. Smith,3,3,0,1,121,0,,3,2007
36,3,1,12,William E. Smith,1,3,0,1,216,0,,7,2006
31,3,1,2,William E. Smith,1,3,0,1,151,0,,7,2006
25,1,0,0,William E. Smith,1,3,0,1,37,0,,6,2006
32,1,1,3,William E. Smith,5,2,0,1,51,0,,12,2006
27,3,1,6,William E. Smith,1,3,0,1,18,0,,7,2006
24,1,1,3,William E. Smith,1,3,0,1,30,0,,5,2006
40,1,1,6,William E. Smith,6,1,0,1,15,0,,1,2007
31,3,1,,William E. Smith,3,3,0,1,21,0,,8,2006
27,1,1,3,William E. Smith,1,1,0,1,46,0,,12,2006
30,1,1,23,William E. Smith,1,3,0,1,96,0,,1,2007
29,1,1,8,William E. Smith,3,2,0,1,126,0,,12,2006
38,1,1,11,William E. Smith,3,2,0,1,180,0,,10,2006
65,1,1,9,William E. Smith,1,1,0,1,56,0,,1,2007
31,1,1,16,William E. Smith,3,2,0,1,210,0,,4,2007
37,1,1,7,William E. Smith,3,2,0,1,120,0,,12,2006
36,1,1,10,William E. Smith,3,2,0,1,220,0,,5,2007
38,3,1,9,William E. Smith,3,2,0,1,240,0,,8,2013
23,3,1,1,William E. Smith,1,3,0,1,84,0,,8,2006
59,1,1,8,William E. Smith,3,1,0,1,96,0,,11,2007
30,3,1,0,William E. Smith,1,3,0,1,120,0,,2,2007
32,2,1,0,William E. Smith,1,3,0,1,70,0,,2,2007
39,3,1,1,William E. Smith,6,3,0,1,90,0,,5,2007
28,2,1,3,William E. Smith,1,3,0,1,8,0,,10,2006
27,1,1,19,William E. Smith,3,2,0,1,134,0,,2,2008
30,1,1,11,William E. Smith,3,2,0,1,84,0,,5,2007
43,3,1,1,William E. Smith,1,3,0,1,6,0,,11,2006
33,1,1,3,William E. Smith,6,1,0,1,12,0,,5,2007
21,1,1,5,William E. Smith,1,3,0,1,151,0,,1,2007
33,1,1,6,William E. Smith,1,1,0,1,120,0,,3,2007
25,1,1,6,William E. Smith,1,2,0,1,108,0,,1,2007
32,1,1,11,William E. Smith,3,2,0,1,300,0,,2,2008
33,3,1,0,William E. Smith,3,2,0,1,57,0,,4,2007
39,1,1,11,William E. Smith,1,2,0,1,150,0,,6,2007
20,1,1,7,William E. Smith,1,2,0,1,120,0,,5,2007
19,1,1,5,William E. Smith,1,3,0,1,120,0,,8,2007
26,3,1,0,William E. Smith,3,3,0,1,46,0,,12,2007
29,1,1,0,William E. Smith,3,3,0,1,37,0,,5,2007
39,1,1,2,William E. Smith,1,2,0,1,60,0,,6,2007
27,1,1,10,William E. Smith,1,3,0,1,72,0,,12,2009
34,1,1,13,William E. Smith,3,2,0,1,151,0,,12,2009
21,1,1,4,William E. Smith,3,2,0,1,240,0,,6,2007
27,1,1,16,William E. Smith,1,2,0,1,200,0,,5,2007
21,2,1,0,William E. Smith,1,3,0,1,24,0,,5,2007
27,1,1,7,William E. Smith,5,2,0,1,188,0,,7,2007
30,3,1,0,William E. Smith,3,3,0,1,60,0,,5,2008
58,1,1,2,William E. Smith,1,3,0,1,120,0,,11,2008
28,1,1,14,William E. Smith,1,2,1,1,77,0,,8,2007
63,1,0,0,William E. Smith,6,1,0,1,3,0,,10,2007
72,1,0,0,William E. Smith,6,3,0,1,0,36,,11,2007
56,1,0,0,William E. Smith,6,1,0,1,24,0,,1,2009
68,1,1,2,William E. Smith,6,1,1,1,24,0,,11,2007
45,1,1,32,William E. Smith,3,1,0,1,156,0,,3,2008
34,1,1,13,William E. Smith,3,2,0,1,188,0,,9,2007
21,1,1,10,William E. Smith,1,2,0,1,77,0,,8,2007
35,1,1,0,William E. Smith,6,1,0,1,0,0,,9,2007
30,3,1,2,William E. Smith,3,3,0,1,27,0,,8,2007
46,3,1,8,William E. Smith,3,3,0,1,36,0,,11,2007
44,3,1,3,William E. Smith,1,3,0,1,41,0,,7,2007
41,1,1,1,William E. Smith,3,1,0,1,6,0,,1,2008
20,1,1,5,William E. Smith,1,6,0,1,24,0,,8,2007
30,1,1,1,William E. Smith,5,2,0,1,36,0,,12,2007
26,1,1,5,William E. Smith,3,1,0,1,60,0,,11,2007
26,1,1,0,William E. Smith,1,1,0,1,36,0,,12,2007
42,3,1,3,William E. Smith,1,3,0,1,41,0,,12,2007
21,4,1,0,William E. Smith,6,1,0,1,66,0,,11,2007
20,2,1,0,William E. Smith,1,1,0,1,61,0,,9,2007
22,2,1,0,William E. Smith,5,1,0,1,72,0,,9,2007
32,1,1,3,William E. Smith,1,2,0,1,120,0,,11,2007
32,1,1,4,William E. Smith,3,2,0,1,120,0,,12,2007
26,1,0,0,William E. Smith,5,6,1,1,0,0,,11,2007
29,3,1,0,William E. Smith,3,1,0,1,72,0,,12,2007
27,3,1,3,William E. Smith,1,1,0,1,41,0,,12,2007
30,4,1,0,William E. Smith,3,3,0,1,120,0,,8,2008
41,1,1,0,William E. Smith,1,3,0,1,151,0,,8,2008
29,3,1,0,William E. Smith,1,3,0,1,151,0,,12,2008
39,3,1,0,William E. Smith,1,3,0,1,51,0,,12,2008
55,1,1,3,William E. Smith,1,3,0,1,48,0,,10,2008
43,1,1,28,William E. Smith,3,1,0,1,120,0,,8,2009
41,3,1,0,William E. Smith,1,3,0,1,78,0,,12,2008
38,1,1,0,William E. Smith,1,2,1,1,0,0,,10,2008
43,3,1,12,William E. Smith,1,3,0,1,48,0,,12,2007
36,1,1,14,William E. Smith,1,2,0,1,180,0,,5,2012
31,1,1,6,William E. Smith,1,3,0,1,0,0,,5,2008
45,1,1,1,William E. Smith,3,1,0,1,8,0,,2,2008
46,1,1,28,William E. Smith,5,1,0,1,27,0,,12,2007
21,1,1,7,William E. Smith,1,2,0,1,30,0,,1,2008
53,1,1,0,William E. Smith,6,1,0,1,66,0,,12,2008
26,1,1,9,William E. Smith,1,1,0,1,46,0,,4,2008
22,1,1,1,William E. Smith,1,1,1,1,4,0,,4,2008
24,1,1,1,William E. Smith,1,1,0,1,2,0,,4,2008
32,1,1,1,William E. Smith,3,1,1,1,4,0,,3,2008
24,4,1,0,William E. Smith,3,3,0,1,8,0,,3,2008
30,1,1,0,William E. Smith,3,2,1,1,6,0,,4,2008
24,1,1,0,William E. Smith,3,1,0,1,12,0,,3,2008
24,1,1,11,William E. Smith,3,1,0,1,51,0,,3,2008
49,2,1,0,William E. Smith,1,3,0,1,140,0,,8,2010
22,1,1,3,William E. Smith,1,6,0,1,97,0,,1,2008
21,3,1,0,William E. Smith,3,6,0,1,72,0,,1,2008
30,3,1,3,William E. Smith,1,6,0,1,131,0,,9,2009
29,2,1,3,William E. Smith,3,6,0,1,220,0,,10,2009
35,1,0,0,William E. Smith,5,1,0,1,0,0,,7,2008
38,1,1,18,William E. Smith,1,1,0,1,51,0,,1,2009
33,3,1,0,William E. Smith,1,3,0,1,37,0,,9,2008
29,1,0,0,William E. Smith,6,1,0,1,0,60,,7,2008
29,1,1,17,William E. Smith,1,3,0,1,140,0,,11,2008
67,1,0,0,William E. Smith,3,1,0,1,0,60,,5,2008
35,1,0,0,William E. Smith,5,1,0,1,0,0,,5,2008
25,2,1,0,William E. Smith,3,3,0,1,63,0,,5,2009
33,1,1,9,William E. Smith,3,2,0,1,200,0,,4,2009
36,1,1,1,William E. Smith,6,1,0,1,0,36,,10,2008
73,1,0,0,William E. Smith,3,1,0,1,0,24,,9,2008
38,1,1,8,William E. Smith,3,2,0,1,84,0,,1,2009
37,3,1,1,William E. Smith,6,3,0,1,120,0,,11,2008
23,1,1,10,William E. Smith,1,2,0,1,103,0,,12,2008
41,1,0,0,William E. Smith,3,1,0,1,24,0,,11,2008
34,1,1,1,William E. Smith,1,3,0,1,24,0,,5,2009
27,1,1,12,William E. Smith,3,1,0,1,144,0,,4,2009
40,3,1,1,William E. Smith,5,3,0,1,0,0,,5,2009
30,1,0,0,William E. Smith,5,3,0,1,0,36,,1,2009
23,1,0,0,William E. Smith,5,1,0,1,0,36,,12,2008
26,2,0,0,William E. Smith,5,3,0,1,28,0,,3,2009
27,1,1,6,William E. Smith,1,3,0,1,39,0,,1,2009
55,1,1,12,William E. Smith,3,2,0,1,120,0,,10,2008
57,1,1,4,William E. Smith,5,1,0,1,48,0,,1,2009
25,3,1,1,William E. Smith,1,3,0,1,24,0,,12,2008
21,1,1,4,William E. Smith,3,3,0,1,46,0,,12,2008
43,1,1,0,William E. Smith,3,3,0,1,63,0,,2,2009
25,1,1,1,William E. Smith,1,3,0,1,121,0,,1,2009
25,3,1,1,William E. Smith,3,3,1,1,33,0,,12,2008
22,1,1,10,William E. Smith,1,1,0,1,48,0,,1,2009
36,1,1,8,William E. Smith,5,1,0,1,70,0,,12,2011
33,4,1,3,William E. Smith,5,1,0,1,0,36,,1,2009
33,1,1,2,William E. Smith,3,3,0,1,84,0,,5,2009
47,1,1,3,William E. Smith,3,1,0,1,0,60,,1,2009
50,1,1,0,William E. Smith,3,1,0,1,24,0,,1,2009
70,1,1,0,William E. Smith,6,1,0,1,0,12,,1,2009
31,1,1,6,William E. Smith,3,2,0,1,108,0,,3,2009
38,3,0,0,William E. Smith,1,3,0,1,60,0,,5,2009
49,1,1,0,William E. Smith,3,3,0,1,121,0,,3,2011
29,3,0,0,William E. Smith,6,3,0,1,150,0,,7,2009
18,1,1,1,William E. Smith,1,2,0,1,6,0,,1,2009
31,1,1,10,William E. Smith,3,1,0,1,96,0,,4,2009
40,1,1,0,William E. Smith,5,3,0,1,60,0,,6,2009
46,1,1,0,William E. Smith,3,3,0,1,60,0,,7,2009
20,1,1,1,William E. Smith,1,1,0,1,24,0,,10,2009
19,1,1,6,William E. Smith,1,1,0,1,46,0,,10,2009
25,1,1,11,William E. Smith,1,3,0,1,84,0,,8,2011
27,1,1,3,William E. Smith,1,2,0,1,60,0,,6,2009
74,1,0,0,William E. Smith,6,1,0,1,12,0,,4,2009
37,1,1,0,William E. Smith,5,3,0,1,60,0,,5,2009
28,1,1,16,William E. Smith,3,2,0,1,151,0,,7,2009
26,1,1,4,William E. Smith,1,3,0,1,21,0,,7,2009
33,1,1,1,William E. Smith,3,1,1,1,24,0,,5,2009
31,1,1,5,William E. Smith,1,3,0,1,120,0,,8,2010
24,2,1,1,William E. Smith,1,3,0,1,60,0,,1,2010
32,1,1,4,William E. Smith,1,1,0,1,34,0,,5,2009
22,4,1,0,William E. Smith,5,1,0,1,0,36,,5,2009
60,1,0,0,William E. Smith,3,1,0,1,0,24,,11,2009
45,1,1,0,William E. Smith,5,1,0,1,0,24,,11,2009
56,1,1,3,William E. Smith,5,1,0,1,0,36,,11,2009
22,1,1,8,William E. Smith,3,2,0,1,34,0,,2,2010
40,1,1,4,William E. Smith,5,1,1,1,24,0,,9,2009
35,1,1,19,William E. Smith,3,2,0,1,200,0,,6,2009
37,1,0,0,William E. Smith,6,1,0,1,0,12,,5,2009
29,1,1,0,William E. Smith,3,1,0,1,0,36,,5,2009
54,1,1,0,William E. Smith,3,1,0,1,12,0,,7,2009
35,1,1,10,William E. Smith,5,2,0,1,60,0,,8,2009
23,1,1,1,William E. Smith,3,6,0,1,13,0,,8,2009
31,1,1,3,William E. Smith,1,3,0,1,78,0,,11,2009
40,3,0,0,William E. Smith,1,3,0,1,121,0,,6,2011
34,3,1,0,William E. Smith,1,3,0,1,121,0,,6,2011
40,3,1,1,William E. Smith,3,3,0,1,138,0,,4,2010
43,4,1,0,William E. Smith,1,3,0,1,188,0,,6,2011
36,3,1,0,William E. Smith,1,3,0,1,30,0,,4,2011
39,3,1,3,William E. Smith,1,3,0,1,27,0,,7,2009
32,1,1,1,William E. Smith,3,1,0,1,60,0,,6,2009
24,1,1,8,William E. Smith,3,3,0,1,125,0,,9,2009
22,2,0,0,William E. Smith,1,3,0,1,120,0,,10,2009
55,1,1,9,William E. Smith,3,1,0,1,100,0,,1,2010
53,1,1,6,William E. Smith,3,2,0,1,24,0,,8,2009
40,1,1,0,William E. Smith,3,1,0,1,0,36,,9,2009
38,1,1,7,William E. Smith,3,2,0,1,48,0,,1,2010
58,1,1,5,William E. Smith,1,3,0,1,180,0,,1,2011
21,1,1,0,William E. Smith,1,3,0,1,30,0,,12,2009
37,1,1,0,William E. Smith,6,1,0,1,42,0,,12,2009
22,1,1,4,William E. Smith,1,3,0,1,70,0,,6,2011
26,1,1,0,William E. Smith,1,6,0,1,4,0,,8,2009
47,3,1,3,William E. Smith,3,3,0,1,24,0,,8,2009
28,1,1,9,William E. Smith,1,2,0,1,120,0,,12,2009
29,1,1,10,William E. Smith,1,2,0,1,120,0,,12,2009
75,1,0,0,William E. Smith,6,1,0,1,18,0,,10,2009
32,1,1,7,William E. Smith,1,3,0,1,0,24,,7,2010
70,1,1,12,William E. Smith,1,1,0,1,84,0,,9,2011
38,1,1,6,William E. Smith,3,3,0,1,84,0,,1,2010
53,1,1,7,William E. Smith,3,1,0,1,84,0,,3,2010
25,1,1,0,William E. Smith,1,3,0,1,60,0,,2,2010
39,1,1,0,William E. Smith,5,1,0,1,84,0,,9,2009
22,1,1,0,William E. Smith,5,3,0,1,0,36,,2,2010
22,1,1,2,William E. Smith,1,3,0,1,111,0,,2,2011
30,1,1,12,William E. Smith,1,3,0,1,180,0,,2,2011
27,1,1,9,William E. Smith,3,1,0,1,180,0,,2,2011
57,3,1,3,William E. Smith,6,3,0,1,41,0,,11,2009
21,1,1,0,William E. Smith,1,3,0,1,60,0,,4,2010
33,1,1,4,William E. Smith,5,3,0,1,4,0,,11,2009
27,1,1,12,William E. Smith,3,2,0,1,60,0,,9,2011
26,1,1,1,William E. Smith,3,2,0,1,72,0,,11,2009
32,1,1,0,William E. Smith,3,3,1,1,0,0,,3,2010
24,1,1,7,William E. Smith,1,2,0,1,60,0,,8,2011
26,1,1,13,William E. Smith,1,2,0,1,36,0,,1,2010
28,1,1,17,William E. Smith,1,2,0,1,60,0,,3,2010
33,1,1,10,William E. Smith,1,3,0,1,151,0,,3,2010
39,3,1,3,William E. Smith,1,3,0,1,10,0,,11,2009
42,3,1,3,William E. Smith,3,3,0,1,36,0,,4,2010
28,1,0,0,William E. Smith,5,1,1,1,0,60,,12,2009
29,2,1,2,William E. Smith,3,3,0,1,72,0,,3,2010
30,1,1,11,William E. Smith,1,2,0,1,72,0,,12,2009
24,1,1,22,William E. Smith,1,2,0,1,48,0,,5,2010
49,1,1,4,William E. Smith,3,3,0,1,84,0,,6,2012
25,3,0,0,William E. Smith,3,1,0,1,60,0,,6,2012
42,1,0,0,William E. Smith,3,1,0,1,0,60,,8,2010
53,1,1,0,William E. Smith,3,1,0,1,78,0,,12,2009
30,1,0,0,William E. Smith,5,3,0,1,0,24,,12,2009
28,1,1,6,William E. Smith,1,2,0,1,37,0,,4,2010
53,2,1,0,William E. Smith,1,3,0,1,36,0,,9,2010
48,1,0,0,William E. Smith,3,1,0,1,0,60,,9,2010
55,1,1,0,William E. Smith,6,1,0,1,0,60,,9,2010
45,1,0,0,William E. Smith,5,1,0,1,0,60,,9,2010
34,1,1,1,William E. Smith,1,3,0,1,0,60,,5,2010
50,3,1,2,William E. Smith,3,3,0,1,24,0,,8,2010
25,3,1,0,William E. Smith,3,3,0,1,75,0,,7,2010
52,3,1,3,William E. Smith,5,3,0,1,30,0,,9,2010
29,3,0,0,William E. Smith,5,3,0,1,37,0,,9,2010
21,1,1,5,William E. Smith,1,2,0,1,60,0,,2,2010
24,1,1,0,William E. Smith,3,1,0,1,37,0,,2,2010
30,3,1,0,William E. Smith,1,3,0,1,37,0,,3,2010
32,1,1,14,William E. Smith,3,3,0,1,84,0,,11,2010
23,1,1,1,William E. Smith,1,3,0,1,24,0,,6,2010
24,1,1,1,William E. Smith,5,3,0,1,30,0,,4,2010
25,1,1,2,William E. Smith,6,3,0,1,60,0,,3,2010
60,2,1,0,William E. Smith,1,3,0,1,70,0,,3,2010
32,4,1,0,William E. Smith,5,3,1,1,12,0,,6,2010
58,1,0,0,William E. Smith,3,3,1,1,0,60,,7,2010
39,3,1,4,William E. Smith,1,3,0,1,30,0,,4,2010
39,1,1,17,William E. Smith,3,1,0,1,175,0,,6,2010
30,1,1,3,William E. Smith,5,1,0,1,0,60,,9,2010
23,1,1,0,William E. Smith,3,1,0,1,24,0,,7,2010
33,1,1,4,William E. Smith,5,1,0,1,65,0,,4,2010
32,1,1,4,William E. Smith,3,1,0,1,30,0,,6,2010
32,3,1,0,William E. Smith,5,2,0,1,12,0,,5,2010
33,1,1,0,William E. Smith,3,1,0,1,30,0,,7,2010
20,1,1,0,William E. Smith,1,1,1,1,24,0,,6,2010
31,1,1,0,William E. Smith,1,3,0,1,60,0,,2,2011
31,2,1,0,William E. Smith,5,3,0,1,72,0,,1,2011
28,1,1,8,William E. Smith,3,1,0,1,180,0,,4,2011
68,1,1,0,William E. Smith,3,1,0,1,0,0,,6,2010
33,1,1,1,William E. Smith,3,1,0,1,60,0,,11,2010
47,1,1,0,William E. Smith,3,1,0,1,60,0,,11,2010
30,1,1,7,William E. Smith,1,1,0,1,46,0,,7,2010
36,1,1,0,William E. Smith,5,2,0,1,36,0,,6,2011
37,1,1,4,William E. Smith,3,3,0,1,96,0,,11,2011
26,1,1,12,William E. Smith,1,3,0,1,80,0,,5,2011
45,1,1,0,William E. Smith,3,1,1,1,0,0,,12,2010
49,1,1,6,William E. Smith,3,2,0,1,24,0,,6,2011
21,1,1,2,William E. Smith,1,3,0,1,46,0,,8,2010
33,1,1,1,William E. Smith,6,3,0,1,33,0,,7,2010
35,1,1,8,William E. Smith,1,3,0,1,65,0,,11,2010
26,1,1,9,William E. Smith,3,1,0,1,70,0,,11,2010
27,1,1,2,William E. Smith,3,2,0,1,46,0,,11,2010
51,1,1,13,William E. Smith,3,1,0,1,12,0,,10,2010
35,1,1,6,William E. Smith,1,1,0,1,0,60,,10,2010
27,1,1,11,William E. Smith,1,2,0,1,164,0,,9,2011
27,1,1,10,William E. Smith,1,3,0,1,48,0,,7,2011
28,1,1,2,William E. Smith,1,2,0,1,60,0,,9,2011
29,1,1,10,William E. Smith,5,2,0,1,74,0,,9,2011
26,1,0,0,William E. Smith,3,3,1,1,0,0,,7,2011
30,1,1,0,William E. Smith,5,3,0,1,70,0,,9,2010
34,1,0,0,William E. Smith,1,3,1,1,60,0,,6,2011
41,3,1,0,William E. Smith,3,3,0,1,18,0,,8,2010
34,3,1,1,William E. Smith,1,3,0,1,12,0,,12,2010
59,1,1,1,William E. Smith,1,2,0,1,0,0,,12,2012
48,1,1,0,William E. Smith,5,2,0,1,47,0,,3,2013
34,1,1,3,William E. Smith,1,3,0,1,60,0,,7,2011
25,3,1,0,William E. Smith,1,3,0,1,22,0,,10,2011
41,1,0,0,William E. Smith,3,3,0,1,24,0,,9,2011
41,3,1,0,William E. Smith,1,3,0,1,0,0,,6,2010
29,1,1,0,William E. Smith,5,3,0,1,33,0,,2,2011
27,2,1,1,William E. Smith,3,3,0,1,42,0,,10,2010
49,1,1,6,William E. Smith,3,1,0,1,70,0,,9,2010
49,1,1,17,William E. Smith,1,1,0,1,33,0,,8,2011
33,1,1,0,William E. Smith,3,1,0,1,0,60,,12,2010
25,1,1,0,William E. Smith,1,1,0,1,37,0,,11,2010
27,3,1,0,William E. Smith,1,3,0,1,24,0,,4,2011
36,4,1,0,William E. Smith,3,2,1,1,0,60,,1,2011
32,4,1,0,William E. Smith,3,2,0,1,0,60,,5,2011
42,2,1,0,William E. Smith,3,3,1,1,30,0,,8,2011
34,4,1,0,William E. Smith,1,3,0,1,42,0,,7,2011
21,1,1,1,William E. Smith,1,1,1,1,0,0,,11,2010
20,1,1,0,William E. Smith,3,1,1,1,0,36,,11,2010
21,3,0,0,William E. Smith,1,3,0,1,36,0,,1,2011
20,1,1,0,William E. Smith,1,1,0,1,0,36,,11,2010
39,3,1,0,William E. Smith,1,3,0,1,10,0,,11,2010
31,3,1,0,William E. Smith,1,3,0,1,24,0,,2,2011
21,1,1,10,William E. Smith,3,2,0,1,84,0,,12,2010
71,1,1,0,William E. Smith,3,1,1,1,0,36,,12,2010
44,1,1,9,William E. Smith,3,1,0,1,78,0,,12,2010
34,1,1,7,William E. Smith,5,1,0,1,24,0,,8,2011
33,3,1,11,William E. Smith,1,3,0,1,66,0,,5,2011
35,1,1,4,William E. Smith,1,3,0,1,60,0,,3,2012
30,1,1,1,William E. Smith,1,3,1,1,30,0,,6,2011
24,1,1,0,William E. Smith,1,3,1,1,0,60,,9,2011
48,1,1,6,William E. Smith,3,2,1,1,48,0,,3,2011
31,1,1,16,William E. Smith,3,2,0,1,51,0,,5,2011
45,3,1,3,William E. Smith,5,3,0,1,0,60,,2,2011
30,1,1,17,William E. Smith,3,2,0,1,96,0,,8,2011
29,1,1,8,William E. Smith,3,3,0,1,68,0,,5,2011
25,3,1,1,William E. Smith,1,3,0,1,15,0,,4,2011
32,1,1,3,William E. Smith,3,3,0,1,15,0,,5,2011
55,1,1,1,William E. Smith,3,1,0,1,90,0,,7,2011
27,1,1,0,William E. Smith,6,1,0,1,0,60,,3,2011
54,1,1,0,William E. Smith,5,1,0,1,60,0,,12,2011
36,1,1,14,William E. Smith,3,1,0,1,71,0,,7,2011
32,1,1,4,William E. Smith,3,1,0,1,0,60,,9,2011
43,3,1,3,William E. Smith,1,3,0,1,24,0,,12,2011
