AGE,CIRCDIST,CITIZEN,CRIMHIST,CRIMPTS,judge,NEWEDUC,NEWRACE,MONSEX,OFFICE,PRISTOT,PROBATN,SENTDATE,SENTMON,SENTYR
30,51,3,1,0,Charles N. Clevert Jr.,1,1,0,2,74,0,7/18/2003,7,2003
38,51,1,1,0,Charles N. Clevert Jr.,1,3,0,2,97,0,,7,2008
36,51,4,1,3,Charles N. Clevert Jr.,1,3,0,2,97,0,7/17/2003,7,2003
22,51,3,0,0,Charles N. Clevert Jr.,1,3,0,2,12,0,4/11/2003,4,2003
30,51,1,1,3,Charles N. Clevert Jr.,5,3,0,2,33,0,12/13/2002,12,2002
58,51,1,0,0,Charles N. Clevert Jr.,6,2,1,2,37,0,1/3/2003,1,2003
34,51,1,1,12,Charles N. Clevert Jr.,1,2,0,2,77,0,4/18/2002,4,2002
34,51,1,1,3,Charles N. Clevert Jr.,3,2,1,2,0,24,6/19/2002,6,2002
21,51,1,1,3,Charles N. Clevert Jr.,1,1,0,2,60,0,6/12/2002,6,2002
37,51,1,1,7,Charles N. Clevert Jr.,3,2,0,2,57,0,6/7/2002,6,2002
50,51,1,0,0,Charles N. Clevert Jr.,5,2,0,2,5,0,1/17/2003,1,2003
35,51,1,1,4,Charles N. Clevert Jr.,1,2,0,2,63,0,6/27/2002,6,2002
34,51,1,1,0,Charles N. Clevert Jr.,6,1,0,2,2,0,10/23/2002,10,2002
57,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,2,0,10/23/2002,10,2002
53,51,1,0,0,Charles N. Clevert Jr.,3,1,0,2,12,0,7/11/2002,7,2002
23,51,1,1,6,Charles N. Clevert Jr.,1,2,0,2,21,0,7/1/2002,7,2002
24,51,1,1,7,Charles N. Clevert Jr.,3,2,0,2,21,0,3/7/2003,3,2003
25,51,1,1,9,Charles N. Clevert Jr.,1,2,0,2,33,0,8/13/2003,8,2003
22,51,1,1,4,Charles N. Clevert Jr.,1,2,0,2,21,0,9/13/2002,9,2002
26,51,1,1,5,Charles N. Clevert Jr.,3,2,0,2,84,0,6/7/2002,6,2002
23,51,2,1,0,Charles N. Clevert Jr.,1,3,1,2,18,0,8/1/2002,8,2002
48,51,1,1,7,Charles N. Clevert Jr.,1,2,0,2,188,0,7/30/2002,7,2002
50,51,1,1,1,Charles N. Clevert Jr.,1,2,1,2,0,60,9/5/2002,9,2002
31,51,1,0,0,Charles N. Clevert Jr.,1,1,0,2,12,0,8/16/2002,8,2002
42,51,1,1,1,Charles N. Clevert Jr.,1,1,0,2,15,0,9/12/2002,9,2002
63,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,57,0,11/15/2002,11,2002
21,51,1,1,2,Charles N. Clevert Jr.,1,2,0,2,30,0,10/24/2002,10,2002
37,51,1,1,5,Charles N. Clevert Jr.,1,2,0,2,384,0,8/15/2003,8,2003
47,51,1,1,0,Charles N. Clevert Jr.,3,1,0,2,5,0,4/25/2003,4,2003
28,51,1,1,11,Charles N. Clevert Jr.,1,2,0,2,431,0,3/7/2003,3,2003
29,51,1,1,2,Charles N. Clevert Jr.,3,2,0,2,70,0,1/24/2003,1,2003
24,51,1,1,3,Charles N. Clevert Jr.,3,2,0,2,41,0,12/6/2002,12,2002
54,51,1,1,0,Charles N. Clevert Jr.,5,1,0,2,0,60,12/13/2002,12,2002
26,51,1,1,3,Charles N. Clevert Jr.,1,2,0,2,37,0,2/6/2003,2,2003
35,51,2,0,0,Charles N. Clevert Jr.,1,3,0,2,46,0,1/6/2003,1,2003
24,51,1,1,1,Charles N. Clevert Jr.,1,3,0,2,41,0,1/16/2003,1,2003
31,51,1,1,4,Charles N. Clevert Jr.,1,2,0,2,120,0,,1,2005
29,51,2,0,0,Charles N. Clevert Jr.,1,3,0,2,60,0,,12,2003
28,51,1,1,0,Charles N. Clevert Jr.,1,3,0,2,37,0,,10,2003
43,51,1,1,0,Charles N. Clevert Jr.,3,1,0,2,0,36,2/7/2003,2,2003
49,51,1,1,4,Charles N. Clevert Jr.,5,3,0,2,41,0,1/17/2003,1,2003
41,51,1,1,11,Charles N. Clevert Jr.,5,1,0,2,188,0,5/14/2003,5,2003
33,51,1,1,5,Charles N. Clevert Jr.,1,1,1,2,30,0,3/7/2003,3,2003
27,51,1,1,6,Charles N. Clevert Jr.,3,2,0,2,57,0,3/6/2003,3,2003
46,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,6,0,3/14/2003,3,2003
42,51,1,1,2,Charles N. Clevert Jr.,6,2,1,2,33,0,5/9/2003,5,2003
43,51,1,0,0,Charles N. Clevert Jr.,3,1,1,2,6,0,1/9/2003,1,2003
31,51,1,0,0,Charles N. Clevert Jr.,5,2,1,2,0,60,,10,2003
35,51,1,0,0,Charles N. Clevert Jr.,6,2,1,2,0,24,,7,2004
55,51,1,0,0,Charles N. Clevert Jr.,3,2,1,2,8,0,2/14/2003,2,2003
26,51,1,0,0,Charles N. Clevert Jr.,1,3,1,2,37,0,4/23/2003,4,2003
44,51,3,1,4,Charles N. Clevert Jr.,1,3,0,2,20,0,3/27/2003,3,2003
28,51,1,1,10,Charles N. Clevert Jr.,3,2,0,2,63,0,5/2/2003,5,2003
55,51,1,1,0,Charles N. Clevert Jr.,1,2,1,2,0,60,6/6/2003,6,2003
44,51,1,1,1,Charles N. Clevert Jr.,5,2,1,2,25,0,,12,2003
31,51,3,1,6,Charles N. Clevert Jr.,1,3,0,2,57,0,,1,2004
70,51,1,1,1,Charles N. Clevert Jr.,1,1,0,2,0,36,5/9/2003,5,2003
45,51,3,1,3,Charles N. Clevert Jr.,3,3,0,2,60,0,,10,2003
27,51,1,1,5,Charles N. Clevert Jr.,1,1,0,2,160,0,9/5/2003,9,2003
30,51,1,1,3,Charles N. Clevert Jr.,3,2,0,2,45,0,,9,2005
34,51,1,1,7,Charles N. Clevert Jr.,3,1,0,2,93,0,,8,2004
32,51,1,1,9,Charles N. Clevert Jr.,1,2,0,2,46,0,,11,2003
24,51,1,1,6,Charles N. Clevert Jr.,1,2,0,2,188,0,,12,2003
38,51,3,1,2,Charles N. Clevert Jr.,1,3,0,2,7,0,,10,2003
25,51,1,1,8,Charles N. Clevert Jr.,1,2,0,2,6,0,,10,2003
41,51,3,1,4,Charles N. Clevert Jr.,1,3,0,2,57,0,,10,2003
26,51,3,1,5,Charles N. Clevert Jr.,1,3,0,2,57,0,,12,2003
26,51,1,1,7,Charles N. Clevert Jr.,3,3,0,2,160,0,,1,2004
33,51,1,1,3,Charles N. Clevert Jr.,5,1,0,2,60,0,,3,2004
33,51,1,0,0,Charles N. Clevert Jr.,5,1,0,2,0,48,,8,2004
26,51,1,0,0,Charles N. Clevert Jr.,1,3,1,2,0,36,,4,2004
27,51,1,0,0,Charles N. Clevert Jr.,3,1,0,2,0,48,,3,2004
19,51,3,0,0,Charles N. Clevert Jr.,1,3,0,2,37,0,,6,2004
34,51,3,0,0,Charles N. Clevert Jr.,1,3,0,2,60,0,,6,2004
26,51,1,1,2,Charles N. Clevert Jr.,1,2,0,2,27,0,,4,2004
25,51,1,1,8,Charles N. Clevert Jr.,1,2,0,2,70,0,,9,2004
24,51,4,1,3,Charles N. Clevert Jr.,1,3,0,2,37,0,,5,2004
46,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,0,36,,12,2004
23,51,3,1,3,Charles N. Clevert Jr.,1,1,0,2,48,0,,10,2004
32,51,3,0,0,Charles N. Clevert Jr.,1,3,0,2,46,0,,7,2004
27,51,1,1,9,Charles N. Clevert Jr.,3,2,0,2,84,0,,7,2004
28,51,2,0,0,Charles N. Clevert Jr.,6,6,0,2,27,0,,7,2004
44,51,3,1,2,Charles N. Clevert Jr.,1,3,0,2,60,0,,7,2004
28,51,1,1,7,Charles N. Clevert Jr.,1,2,1,2,6,0,,9,2004
38,51,3,0,0,Charles N. Clevert Jr.,1,3,0,2,37,0,,8,2004
29,51,1,0,0,Charles N. Clevert Jr.,3,1,1,2,0,60,,7,2004
31,51,1,1,7,Charles N. Clevert Jr.,6,2,0,2,21,0,,9,2004
26,51,1,1,0,Charles N. Clevert Jr.,5,2,0,2,56,0,,12,2004
38,51,1,1,1,Charles N. Clevert Jr.,5,2,0,2,60,0,,4,2005
60,51,1,1,6,Charles N. Clevert Jr.,3,1,0,2,92,0,,7,2005
30,51,3,1,3,Charles N. Clevert Jr.,1,3,0,2,46,0,,1,2005
44,51,3,1,4,Charles N. Clevert Jr.,6,1,0,2,24,0,,3,2005
29,51,3,1,7,Charles N. Clevert Jr.,1,3,0,2,60,0,,7,2005
25,51,1,1,16,Charles N. Clevert Jr.,3,1,0,2,37,0,,12,2004
38,51,1,1,9,Charles N. Clevert Jr.,1,2,0,2,0,60,,3,2005
40,51,3,1,27,Charles N. Clevert Jr.,3,3,0,2,41,0,,3,2005
24,51,1,1,7,Charles N. Clevert Jr.,1,2,0,2,92,0,,2,2005
28,51,1,1,10,Charles N. Clevert Jr.,3,2,0,2,46,0,,3,2005
27,51,1,1,4,Charles N. Clevert Jr.,1,3,0,2,57,0,,2,2005
27,51,3,1,2,Charles N. Clevert Jr.,1,3,0,2,60,0,,10,2005
60,51,1,1,1,Charles N. Clevert Jr.,1,1,0,2,78,0,,6,2005
32,51,1,1,0,Charles N. Clevert Jr.,3,2,1,2,5,0,,1,2005
28,51,1,1,7,Charles N. Clevert Jr.,1,2,0,2,100,0,,5,2005
45,51,2,1,2,Charles N. Clevert Jr.,1,3,0,2,60,0,,7,2005
41,51,3,1,6,Charles N. Clevert Jr.,1,3,0,2,70,0,,4,2005
64,51,1,1,4,Charles N. Clevert Jr.,5,1,1,2,20,0,,10,2005
41,51,1,0,0,Charles N. Clevert Jr.,1,1,1,2,41,0,,12,2005
20,51,1,1,0,Charles N. Clevert Jr.,1,2,0,2,0,36,,6,2005
32,51,1,1,2,Charles N. Clevert Jr.,3,2,0,2,60,0,,9,2005
23,51,1,1,0,Charles N. Clevert Jr.,1,1,1,2,37,0,,2,2007
43,51,1,0,0,Charles N. Clevert Jr.,6,1,1,2,6,0,,6,2005
45,51,1,1,1,Charles N. Clevert Jr.,5,1,0,2,240,0,,4,2006
64,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,12,0,,4,2006
31,51,2,1,0,Charles N. Clevert Jr.,1,3,0,2,41,0,,9,2005
43,51,1,1,6,Charles N. Clevert Jr.,3,1,1,2,60,0,,3,2006
25,51,1,1,3,Charles N. Clevert Jr.,1,3,0,2,97,0,,8,2005
40,51,3,0,0,Charles N. Clevert Jr.,6,3,0,2,33,0,,7,2005
34,51,3,1,0,Charles N. Clevert Jr.,1,3,0,2,70,0,,8,2005
58,51,1,1,4,Charles N. Clevert Jr.,5,2,0,2,0,36,,10,2005
60,51,1,0,0,Charles N. Clevert Jr.,3,1,1,2,0,12,,1,2006
30,51,1,1,0,Charles N. Clevert Jr.,1,3,0,2,51,0,,8,2005
32,51,1,1,1,Charles N. Clevert Jr.,3,1,0,2,0,24,,8,2005
29,51,1,1,5,Charles N. Clevert Jr.,1,6,0,2,21,0,,4,2006
31,51,1,1,4,Charles N. Clevert Jr.,5,2,0,2,60,0,,8,2005
44,51,1,1,5,Charles N. Clevert Jr.,1,2,0,2,60,0,,8,2005
49,51,1,1,1,Charles N. Clevert Jr.,3,1,0,2,70,0,,9,2005
35,51,1,1,11,Charles N. Clevert Jr.,3,3,0,2,120,0,,8,2006
25,51,1,1,8,Charles N. Clevert Jr.,1,3,0,2,12,0,,10,2005
32,51,1,1,6,Charles N. Clevert Jr.,3,2,0,2,120,0,,10,2005
34,51,1,1,0,Charles N. Clevert Jr.,5,2,1,2,0,36,,11,2005
50,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,21,0,,9,2005
18,51,3,0,0,Charles N. Clevert Jr.,1,3,0,2,15,0,,12,2005
26,51,1,1,0,Charles N. Clevert Jr.,5,3,0,2,0,12,,1,2006
23,51,1,1,8,Charles N. Clevert Jr.,3,3,0,2,70,0,,1,2006
44,51,1,0,0,Charles N. Clevert Jr.,6,1,1,2,24,0,,11,2005
21,51,1,0,0,Charles N. Clevert Jr.,1,2,1,2,6,0,,2,2006
35,51,1,1,0,Charles N. Clevert Jr.,5,2,0,2,0,60,,12,2006
51,51,1,1,0,Charles N. Clevert Jr.,3,3,1,2,108,0,,4,2006
33,51,1,1,0,Charles N. Clevert Jr.,5,1,0,2,15,0,,6,2008
36,51,1,1,0,Charles N. Clevert Jr.,5,1,0,2,30,0,,5,2008
30,51,1,1,7,Charles N. Clevert Jr.,3,2,0,2,18,0,,5,2006
48,51,1,1,2,Charles N. Clevert Jr.,1,2,0,2,45,0,,1,2009
24,51,1,0,0,Charles N. Clevert Jr.,5,1,1,2,4,0,,7,2006
34,51,1,1,1,Charles N. Clevert Jr.,1,2,0,2,0,36,,9,2006
42,51,1,1,0,Charles N. Clevert Jr.,6,1,0,2,12,0,,11,2006
24,51,1,1,4,Charles N. Clevert Jr.,3,1,0,2,20,0,,12,2006
51,51,1,1,4,Charles N. Clevert Jr.,5,1,1,2,0,0,,8,2009
50,51,1,1,0,Charles N. Clevert Jr.,3,1,0,2,27,0,,6,2008
36,51,3,1,6,Charles N. Clevert Jr.,1,3,0,2,64,0,,11,2006
40,51,1,1,8,Charles N. Clevert Jr.,6,1,0,2,60,0,,11,2006
33,51,3,0,0,Charles N. Clevert Jr.,6,2,1,2,0,24,,2,2008
52,51,1,1,0,Charles N. Clevert Jr.,5,1,1,2,0,36,,1,2007
58,51,1,0,0,Charles N. Clevert Jr.,5,1,0,2,40,0,,1,2007
51,51,1,1,0,Charles N. Clevert Jr.,5,1,0,2,60,0,,11,2006
27,51,1,1,0,Charles N. Clevert Jr.,3,1,0,2,21,0,,3,2007
34,51,3,1,0,Charles N. Clevert Jr.,1,3,0,2,40,0,,12,2007
27,51,3,1,2,Charles N. Clevert Jr.,1,3,0,2,60,0,,1,2007
45,51,1,0,0,Charles N. Clevert Jr.,3,1,0,2,0,60,,12,2006
37,51,1,1,8,Charles N. Clevert Jr.,3,2,0,2,240,0,,1,2007
37,51,4,0,0,Charles N. Clevert Jr.,6,2,0,2,12,0,,11,2006
47,51,1,1,1,Charles N. Clevert Jr.,1,2,0,2,0,36,,3,2007
35,51,1,1,3,Charles N. Clevert Jr.,1,2,0,2,146,0,,4,2007
36,51,1,1,5,Charles N. Clevert Jr.,3,2,0,2,60,0,,1,2007
35,51,3,0,0,Charles N. Clevert Jr.,1,3,0,2,33,0,,3,2007
32,51,3,1,8,Charles N. Clevert Jr.,1,3,0,2,57,0,,2,2007
34,51,1,1,3,Charles N. Clevert Jr.,3,2,0,2,120,0,,5,2007
26,51,3,1,6,Charles N. Clevert Jr.,1,3,0,2,57,0,,1,2007
39,51,3,1,4,Charles N. Clevert Jr.,1,3,1,2,48,0,,6,2007
21,51,3,1,2,Charles N. Clevert Jr.,1,3,0,2,60,0,,5,2007
39,51,1,1,5,Charles N. Clevert Jr.,1,2,0,2,60,0,,3,2009
24,51,1,0,0,Charles N. Clevert Jr.,1,3,0,2,18,0,,3,2009
44,51,1,1,0,Charles N. Clevert Jr.,1,1,1,2,8,0,,5,2007
21,51,1,1,1,Charles N. Clevert Jr.,3,1,0,2,36,0,,6,2007
20,51,1,1,6,Charles N. Clevert Jr.,1,2,0,2,37,0,,6,2007
34,51,2,1,0,Charles N. Clevert Jr.,1,6,0,2,34,0,,9,2007
33,51,1,0,0,Charles N. Clevert Jr.,5,1,0,2,24,0,,9,2007
26,51,3,1,3,Charles N. Clevert Jr.,1,3,0,2,60,0,,10,2007
31,51,1,1,0,Charles N. Clevert Jr.,1,1,1,2,4,0,,8,2008
28,51,1,1,4,Charles N. Clevert Jr.,3,2,0,2,60,0,,11,2007
26,51,1,1,5,Charles N. Clevert Jr.,1,2,0,2,120,0,,11,2007
43,51,1,1,1,Charles N. Clevert Jr.,6,2,1,2,22,0,,10,2007
62,51,1,1,1,Charles N. Clevert Jr.,5,1,0,2,51,0,,5,2007
28,51,1,1,7,Charles N. Clevert Jr.,1,2,0,2,77,0,,11,2008
43,51,1,1,2,Charles N. Clevert Jr.,1,6,0,2,0,60,,8,2007
46,51,3,1,4,Charles N. Clevert Jr.,3,3,0,2,46,0,,8,2007
28,51,1,1,14,Charles N. Clevert Jr.,3,2,0,2,77,0,,8,2007
59,51,1,1,0,Charles N. Clevert Jr.,1,1,0,2,24,0,,8,2007
55,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,0,24,,2,2008
33,51,1,1,2,Charles N. Clevert Jr.,3,2,0,2,24,0,,10,2007
46,51,1,1,2,Charles N. Clevert Jr.,3,1,0,2,63,0,,6,2008
22,51,1,1,3,Charles N. Clevert Jr.,3,2,0,2,24,0,,8,2007
31,51,1,1,7,Charles N. Clevert Jr.,1,2,0,2,22,0,,1,2008
20,51,1,1,7,Charles N. Clevert Jr.,3,3,0,2,36,0,,3,2008
49,51,1,1,3,Charles N. Clevert Jr.,1,1,0,2,0,24,,12,2007
34,51,1,1,4,Charles N. Clevert Jr.,1,2,0,2,65,0,,4,2008
63,51,1,0,0,Charles N. Clevert Jr.,3,1,0,2,0,24,,1,2008
62,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,0,24,,1,2008
39,51,1,1,0,Charles N. Clevert Jr.,3,2,0,2,0,36,,1,2009
28,51,1,1,2,Charles N. Clevert Jr.,1,2,0,2,0,36,,2,2009
44,51,1,1,4,Charles N. Clevert Jr.,3,2,0,2,0,36,,7,2009
32,51,1,1,11,Charles N. Clevert Jr.,1,2,0,2,0,36,,1,2010
34,51,1,1,7,Charles N. Clevert Jr.,1,2,0,2,0,42,,1,2010
52,51,1,1,4,Charles N. Clevert Jr.,3,2,0,2,0,36,,6,2009
32,51,1,1,8,Charles N. Clevert Jr.,1,1,0,2,0,60,,6,2009
33,51,1,1,2,Charles N. Clevert Jr.,1,2,0,2,0,36,,3,2009
46,51,1,1,3,Charles N. Clevert Jr.,1,2,0,2,0,36,,3,2009
34,51,1,1,10,Charles N. Clevert Jr.,3,2,0,2,18,0,,7,2009
29,51,1,1,6,Charles N. Clevert Jr.,3,2,0,2,33,0,,9,2009
52,51,1,1,3,Charles N. Clevert Jr.,3,2,0,2,36,0,,1,2009
32,51,1,1,10,Charles N. Clevert Jr.,1,2,0,2,46,0,,1,2009
29,51,1,1,7,Charles N. Clevert Jr.,3,2,0,2,48,0,,4,2009
52,51,1,1,13,Charles N. Clevert Jr.,3,2,0,2,48,0,,5,2009
33,51,1,0,0,Charles N. Clevert Jr.,1,2,0,2,0,36,,12,2008
29,51,1,1,11,Charles N. Clevert Jr.,3,2,0,2,24,0,,5,2008
28,51,1,1,7,Charles N. Clevert Jr.,1,2,0,2,46,0,,1,2008
35,51,2,0,0,Charles N. Clevert Jr.,6,1,0,2,60,0,,5,2008
21,51,1,1,5,Charles N. Clevert Jr.,1,2,0,2,63,0,,5,2008
23,51,1,1,4,Charles N. Clevert Jr.,5,2,1,2,18,0,,8,2008
54,51,1,1,1,Charles N. Clevert Jr.,1,3,0,2,21,0,,8,2008
27,51,1,1,9,Charles N. Clevert Jr.,1,1,0,2,27,0,,4,2008
38,51,1,1,4,Charles N. Clevert Jr.,1,3,1,2,30,0,,3,2008
42,51,1,1,9,Charles N. Clevert Jr.,3,3,0,2,100,0,,4,2008
22,51,1,1,1,Charles N. Clevert Jr.,3,1,0,2,4,0,,4,2008
32,51,1,1,2,Charles N. Clevert Jr.,1,2,0,2,0,48,,1,2008
39,51,1,1,0,Charles N. Clevert Jr.,5,2,0,2,78,0,,10,2008
33,51,1,1,4,Charles N. Clevert Jr.,3,2,0,2,24,0,,3,2008
27,51,1,1,8,Charles N. Clevert Jr.,1,2,0,2,46,0,,5,2008
33,51,3,1,3,Charles N. Clevert Jr.,1,3,0,2,28,0,,11,2008
32,51,1,1,3,Charles N. Clevert Jr.,5,2,0,2,37,0,,4,2008
24,51,1,1,5,Charles N. Clevert Jr.,3,2,0,2,41,0,,5,2008
35,51,1,1,3,Charles N. Clevert Jr.,1,2,1,2,46,0,,7,2008
27,51,3,1,4,Charles N. Clevert Jr.,1,3,0,2,13,0,,4,2008
34,51,1,1,6,Charles N. Clevert Jr.,1,1,0,2,29,0,,8,2008
35,51,3,1,8,Charles N. Clevert Jr.,3,3,0,2,53,0,,7,2008
36,51,1,1,3,Charles N. Clevert Jr.,3,2,0,2,27,0,,5,2008
21,51,3,1,5,Charles N. Clevert Jr.,1,3,0,2,21,0,,5,2008
41,51,1,1,1,Charles N. Clevert Jr.,3,2,1,2,0,36,,6,2008
29,51,1,0,0,Charles N. Clevert Jr.,3,1,1,2,12,0,,4,2008
47,51,1,1,2,Charles N. Clevert Jr.,3,2,0,2,0,36,,8,2010
29,51,3,1,7,Charles N. Clevert Jr.,1,3,0,2,30,0,,9,2009
35,51,1,1,1,Charles N. Clevert Jr.,1,3,0,2,74,0,,8,2008
41,51,1,1,4,Charles N. Clevert Jr.,1,2,1,2,0,36,,7,2008
43,51,1,0,0,Charles N. Clevert Jr.,1,2,1,2,0,24,,7,2008
36,51,3,1,4,Charles N. Clevert Jr.,1,3,0,2,24,0,,12,2008
41,51,1,1,0,Charles N. Clevert Jr.,5,1,0,2,20,0,,1,2009
26,51,1,1,6,Charles N. Clevert Jr.,3,2,0,2,57,0,,11,2008
64,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,24,0,,9,2008
35,51,1,0,0,Charles N. Clevert Jr.,1,6,1,2,0,36,,4,2009
36,51,1,1,0,Charles N. Clevert Jr.,3,1,0,2,20,0,,2,2009
32,51,1,1,0,Charles N. Clevert Jr.,3,1,1,2,30,0,,3,2009
24,51,1,1,2,Charles N. Clevert Jr.,5,1,1,2,3,0,,4,2009
21,51,1,1,4,Charles N. Clevert Jr.,1,3,0,2,60,0,,1,2009
32,51,1,1,0,Charles N. Clevert Jr.,5,2,1,2,12,0,,2,2009
33,51,1,0,0,Charles N. Clevert Jr.,1,2,0,2,57,0,,2,2009
32,51,1,1,10,Charles N. Clevert Jr.,5,1,0,2,240,0,,12,2009
33,51,3,1,5,Charles N. Clevert Jr.,3,3,0,2,52,0,,10,2008
47,51,3,1,5,Charles N. Clevert Jr.,1,3,0,2,36,0,,12,2008
22,51,1,1,6,Charles N. Clevert Jr.,3,2,0,2,57,0,,1,2009
32,51,1,1,10,Charles N. Clevert Jr.,3,3,0,2,58,0,,2,2009
44,51,1,1,1,Charles N. Clevert Jr.,6,2,0,2,3,0,,9,2008
32,51,1,1,13,Charles N. Clevert Jr.,3,2,0,2,120,0,,11,2009
23,51,1,1,1,Charles N. Clevert Jr.,1,1,0,2,72,0,,6,2009
29,51,1,1,1,Charles N. Clevert Jr.,3,3,0,2,60,0,,1,2009
32,51,1,1,7,Charles N. Clevert Jr.,3,2,0,2,30,0,,7,2009
53,51,1,0,0,Charles N. Clevert Jr.,5,1,0,2,0,36,,1,2009
37,51,1,1,3,Charles N. Clevert Jr.,1,2,0,2,46,0,,1,2009
69,51,1,1,3,Charles N. Clevert Jr.,1,1,0,2,12,0,,4,2009
22,51,1,1,6,Charles N. Clevert Jr.,1,3,0,2,18,0,,5,2009
33,51,1,1,0,Charles N. Clevert Jr.,5,1,0,2,135,0,,7,2010
46,51,1,1,0,Charles N. Clevert Jr.,1,2,0,2,37,0,,6,2009
29,51,1,0,0,Charles N. Clevert Jr.,5,3,1,2,0,12,,1,2011
29,51,3,0,0,Charles N. Clevert Jr.,5,3,0,2,30,0,,8,2009
47,51,1,1,3,Charles N. Clevert Jr.,3,2,0,2,48,0,,4,2009
44,51,1,1,0,Charles N. Clevert Jr.,5,1,0,2,46,0,,4,2009
33,51,1,0,0,Charles N. Clevert Jr.,5,2,0,2,21,0,,5,2009
40,51,1,1,2,Charles N. Clevert Jr.,1,1,0,2,2,0,,1,2010
35,51,3,1,6,Charles N. Clevert Jr.,1,3,0,2,50,0,,12,2009
20,51,1,0,0,Charles N. Clevert Jr.,5,2,0,2,24,0,,7,2009
43,51,1,1,8,Charles N. Clevert Jr.,1,2,0,2,100,0,,7,2010
30,51,1,1,0,Charles N. Clevert Jr.,3,1,1,2,0,48,,6,2009
36,51,1,1,4,Charles N. Clevert Jr.,5,2,0,2,36,0,,4,2010
36,51,1,1,6,Charles N. Clevert Jr.,1,2,0,2,0,48,,8,2009
39,51,1,1,1,Charles N. Clevert Jr.,3,6,0,2,0,24,,9,2009
52,51,1,0,0,Charles N. Clevert Jr.,1,1,0,2,12,0,,9,2009
53,51,1,1,0,Charles N. Clevert Jr.,1,6,0,2,12,0,,9,2009
49,51,1,1,0,Charles N. Clevert Jr.,3,1,0,2,0,36,,6,2009
54,51,1,0,0,Charles N. Clevert Jr.,6,1,1,2,36,0,,11,2011
68,51,1,1,1,Charles N. Clevert Jr.,1,1,0,2,24,0,,5,2009
71,51,1,0,0,Charles N. Clevert Jr.,6,1,0,2,97,0,,11,2011
63,51,1,1,0,Charles N. Clevert Jr.,6,1,0,2,28,0,,6,2009
49,51,2,1,2,Charles N. Clevert Jr.,1,3,0,2,10,0,,6,2009
27,51,1,1,0,Charles N. Clevert Jr.,6,1,1,2,0,36,,6,2009
31,51,1,1,11,Charles N. Clevert Jr.,3,2,0,2,68,0,,6,2010
37,51,1,1,6,Charles N. Clevert Jr.,1,2,0,2,45,0,,3,2010
25,51,1,1,5,Charles N. Clevert Jr.,3,2,1,2,60,0,,4,2011
21,51,3,1,5,Charles N. Clevert Jr.,1,3,0,2,36,0,,10,2009
27,51,1,1,8,Charles N. Clevert Jr.,3,2,1,2,37,0,,5,2010
