AGE,CIRCDIST,CITIZEN,CRIMHIST,CRIMPTS,judge,NEWEDUC,NEWRACE,MONSEX,OFFICE,PRISTOT,PROBATN,SENTDATE,SENTMON,SENTYR
28,10,1,0,0,Allen G. Schwartz,5,1,0,1,46,0,11/5/2001,11,2001
28,10,3,1,4,Allen G. Schwartz,1,3,0,1,46,0,4/10/2002,4,2002
28,10,1,1,1,Allen G. Schwartz,1,3,0,1,120,0,9/27/2002,9,2002
49,10,1,0,0,Allen G. Schwartz,6,3,0,1,87,0,9/17/2002,9,2002
43,10,3,1,1,Allen G. Schwartz,3,3,0,1,72,0,8/19/2003,8,2003
22,10,2,1,4,Allen G. Schwartz,5,2,0,1,24,0,11/8/2001,11,2001
32,10,3,1,3,Allen G. Schwartz,3,3,0,1,46,0,10/2/2001,10,2001
42,10,3,1,2,Allen G. Schwartz,1,3,0,1,57,0,5/13/2002,5,2002
34,10,3,1,15,Allen G. Schwartz,3,3,0,1,77,0,10/15/2002,10,2002
31,10,1,0,0,Allen G. Schwartz,3,2,0,1,0,36,1/31/2002,1,2002
24,10,1,1,1,Allen G. Schwartz,3,2,0,1,63,0,10/30/2001,10,2001
36,10,1,1,3,Allen G. Schwartz,5,2,0,1,18,0,10/9/2001,10,2001
35,10,1,0,0,Allen G. Schwartz,5,2,0,1,0,36,11/14/2002,11,2002
35,10,1,1,3,Allen G. Schwartz,3,2,0,1,120,0,7/8/2002,7,2002
36,10,3,1,0,Allen G. Schwartz,3,3,0,1,120,0,7/24/2002,7,2002
29,10,3,1,13,Allen G. Schwartz,1,3,0,1,84,0,7/23/2002,7,2002
25,10,1,1,2,Allen G. Schwartz,5,2,1,1,0,36,7/23/2002,7,2002
61,10,3,1,14,Allen G. Schwartz,1,2,0,1,84,0,11/1/2002,11,2002
23,10,1,1,4,Allen G. Schwartz,1,2,0,1,21,0,11/4/2002,11,2002
72,10,1,1,3,Allen G. Schwartz,1,2,0,1,0,60,10/31/2002,10,2002
23,10,1,0,0,Allen G. Schwartz,1,6,0,1,24,0,1/27/2003,1,2003
21,10,2,0,0,Allen G. Schwartz,3,6,0,1,0,0,1/29/2003,1,2003
21,10,1,1,0,Allen G. Schwartz,5,6,0,1,12,0,2/19/2003,2,2003
27,10,3,1,2,Allen G. Schwartz,1,6,0,1,15,0,3/18/2003,3,2003
39,10,2,0,0,Allen G. Schwartz,1,6,0,1,33,0,2/18/2003,2,2003
45,10,1,0,0,Allen G. Schwartz,1,1,0,1,0,12,10/4/2002,10,2002
33,10,2,0,0,Allen G. Schwartz,5,3,0,1,5,0,10/31/2002,10,2002
43,10,1,1,8,Allen G. Schwartz,1,2,1,1,0,24,7/16/2003,7,2003
21,10,1,0,0,Allen G. Schwartz,3,1,0,1,5,0,12/16/2002,12,2002
28,10,1,1,3,Allen G. Schwartz,3,2,0,1,33,0,8/28/2003,8,2003
32,10,1,0,0,Allen G. Schwartz,6,3,1,1,0,12,2/3/2003,2,2003
38,10,3,0,0,Allen G. Schwartz,6,3,0,1,37,0,9/18/2003,9,2003
23,10,1,1,6,Allen G. Schwartz,1,2,0,1,21,0,9/17/2003,9,2003
27,10,3,1,3,Allen G. Schwartz,1,2,0,1,27,0,9/8/2003,9,2003
37,10,1,1,13,Allen G. Schwartz,5,1,0,1,60,0,12/12/2001,12,2001
39,10,1,0,0,Allen G. Schwartz,6,1,0,1,63,0,12/12/2001,12,2001
43,10,3,1,2,Allen G. Schwartz,6,6,0,1,0,36,3/11/2002,3,2002
41,10,3,0,0,Allen G. Schwartz,1,3,0,7,4,0,7/26/2002,7,2002
19,10,1,1,0,Allen G. Schwartz,1,2,0,7,6,0,6/28/2002,6,2002
31,10,3,0,0,Allen G. Schwartz,5,1,0,7,3,0,5/20/2002,5,2002
46,10,1,0,0,Allen G. Schwartz,5,1,0,7,18,0,9/25/2002,9,2002
21,10,1,1,3,Allen G. Schwartz,1,2,1,7,0,36,9/20/2002,9,2002
24,10,1,0,0,Allen G. Schwartz,5,3,0,7,0,24,11/15/2002,11,2002
27,10,1,1,1,Alison J. Nathan,3,3,0,1,0,0,,3,2013
47,10,1,1,0,Alison J. Nathan,3,1,1,1,0,0,,3,2015
67,10,1,0,0,Alison J. Nathan,3,1,0,1,0,0,,4,2016
31,10,3,1,1,Alison J. Nathan,1,3,0,1,6,0,,6,2012
59,10,1,0,0,Alison J. Nathan,1,1,0,1,0,24,,1,2013
44,10,3,0,0,Alison J. Nathan,6,1,0,1,0,0,,6,2014
47,10,2,0,0,Alison J. Nathan,1,3,0,1,37,0,,11,2012
22,10,1,1,10,Alison J. Nathan,3,2,0,1,60,0,,11,2012
21,10,1,1,1,Alison J. Nathan,1,3,0,1,24,0,,7,2014
39,10,1,0,0,Alison J. Nathan,6,6,0,1,0,12,,5,2013
44,10,1,1,23,Alison J. Nathan,3,3,0,1,12,0,,2,2013
40,10,3,1,3,Alison J. Nathan,1,3,0,1,0,0,,4,2013
39,10,3,1,2,Alison J. Nathan,1,3,0,1,87,0,,3,2013
33,10,5,1,0,Alison J. Nathan,6,6,0,1,480,0,,5,2016
37,10,3,0,0,Alison J. Nathan,1,1,1,1,15,0,,4,2013
21,10,3,0,0,Alison J. Nathan,1,1,0,1,17,0,,4,2013
72,10,1,0,0,Alison J. Nathan,6,1,1,1,8,0,,1,2013
29,10,3,0,,Alison J. Nathan,1,3,0,1,96,0,,7,2013
42,10,3,1,3,Alison J. Nathan,3,3,0,1,15,0,,12,2012
38,10,3,1,,Alison J. Nathan,,3,0,1,0,0,,10,2013
48,10,1,1,12,Alison J. Nathan,5,2,0,1,72,0,,1,2014
64,10,1,1,0,Alison J. Nathan,1,3,1,1,0,0,,8,2015
45,10,1,0,0,Alison J. Nathan,3,3,0,1,135,0,,4,2015
48,10,1,0,0,Alison J. Nathan,5,3,0,1,135,0,,4,2015
31,10,1,1,1,Alison J. Nathan,3,3,0,1,140,0,,10,2014
38,10,1,1,7,Alison J. Nathan,3,3,0,1,200,0,,4,2015
29,10,1,0,0,Alison J. Nathan,5,3,0,1,0,0,,10,2016
40,10,1,1,0,Alison J. Nathan,5,3,0,1,36,0,,7,2017
39,10,1,0,0,Alison J. Nathan,5,3,0,1,84,0,,4,2015
31,10,1,1,0,Alison J. Nathan,1,2,0,1,0,0,,8,2015
27,10,1,1,1,Alison J. Nathan,5,3,0,1,18,0,,12,2013
32,10,1,1,6,Alison J. Nathan,1,2,0,1,24,0,,7,2014
25,10,1,1,3,Alison J. Nathan,3,3,0,1,60,0,,6,2014
23,10,1,0,0,Alison J. Nathan,1,2,0,1,60,0,,6,2014
24,10,1,1,4,Alison J. Nathan,1,2,0,1,60,0,,4,2015
21,10,1,1,2,Alison J. Nathan,3,2,0,1,63,0,,6,2014
26,10,1,1,6,Alison J. Nathan,3,2,0,1,70,0,,6,2014
30,10,1,1,10,Alison J. Nathan,1,2,0,1,70,0,,1,2016
48,10,1,1,12,Alison J. Nathan,1,2,0,1,120,0,,7,2014
26,10,1,0,0,Alison J. Nathan,3,2,0,1,0,0,,2,2016
34,10,1,0,0,Alison J. Nathan,3,3,0,1,24,0,,9,2013
35,10,1,1,0,Alison J. Nathan,1,3,0,1,192,0,,4,2014
51,10,1,0,0,Alison J. Nathan,1,1,0,1,12,0,,10,2013
45,10,1,1,6,Alison J. Nathan,3,2,0,1,48,0,,9,2015
39,10,2,1,0,Alison J. Nathan,1,3,0,1,41,0,,5,2017
34,10,3,0,0,Alison J. Nathan,1,3,0,1,48,0,,4,2014
30,10,1,1,1,Alison J. Nathan,3,2,0,1,0,0,,12,2016
30,10,1,0,0,Alison J. Nathan,1,1,0,1,60,0,,1,2016
48,10,3,0,0,Alison J. Nathan,1,3,0,1,21,0,,3,2014
51,10,3,0,0,Alison J. Nathan,6,3,0,1,21,0,,1,2014
33,10,3,1,0,Alison J. Nathan,1,1,0,1,87,0,,2,2014
29,10,3,0,0,Alison J. Nathan,3,1,0,1,97,0,,2,2014
30,10,2,0,0,Alison J. Nathan,5,3,0,1,6,0,,5,2014
27,10,1,1,7,Alison J. Nathan,3,2,0,1,70,0,,12,2013
21,10,1,1,5,Alison J. Nathan,1,2,0,1,72,0,,4,2014
35,10,1,1,1,Alison J. Nathan,3,2,0,1,151,0,,1,2015
41,10,1,1,0,Alison J. Nathan,1,2,0,1,300,0,,1,2015
26,10,1,1,2,Alison J. Nathan,1,3,0,1,24,0,,8,2014
41,10,1,1,13,Alison J. Nathan,3,2,0,1,176,0,,8,2014
46,10,1,1,6,Alison J. Nathan,1,2,0,1,188,0,,5,2014
48,10,1,1,9,Alison J. Nathan,1,2,0,1,188,0,,7,2014
55,10,1,0,0,Alison J. Nathan,3,1,1,1,0,24,,1,2014
25,10,3,1,4,Alison J. Nathan,1,2,0,1,24,0,,4,2014
66,10,2,1,0,Alison J. Nathan,3,3,0,1,39,0,,9,2014
37,10,2,0,0,Alison J. Nathan,3,3,0,1,0,0,,8,2014
33,10,5,0,0,Alison J. Nathan,5,6,0,1,135,0,,12,2016
42,10,3,1,0,Alison J. Nathan,3,6,0,1,195,0,,3,2015
57,10,3,1,0,Alison J. Nathan,5,3,0,1,0,0,,3,2014
30,10,1,1,9,Alison J. Nathan,1,2,0,1,70,0,,3,2014
54,10,1,0,0,Alison J. Nathan,1,1,1,1,0,0,,3,2014
37,10,3,1,4,Alison J. Nathan,1,3,1,1,6,0,,11,2013
25,10,1,1,16,Alison J. Nathan,3,2,0,1,216,0,,12,2014
33,10,1,1,22,Alison J. Nathan,3,2,0,1,224,0,,8,2014
38,10,1,1,7,Alison J. Nathan,3,2,0,1,240,0,,12,2014
49,10,2,0,0,Alison J. Nathan,6,6,0,1,6,0,,11,2014
35,10,3,1,0,Alison J. Nathan,1,6,0,1,12,0,,12,2015
50,10,3,0,0,Alison J. Nathan,6,6,0,1,15,0,,10,2014
63,10,3,0,0,Alison J. Nathan,3,6,0,1,15,0,,8,2014
54,10,3,1,0,Alison J. Nathan,3,6,0,1,15,0,,11,2014
51,10,1,0,0,Alison J. Nathan,6,6,0,1,7,0,,12,2014
43,10,3,1,0,Alison J. Nathan,5,6,0,1,88,0,,3,2015
47,10,3,1,12,Alison J. Nathan,1,1,0,1,21,0,,4,2014
50,10,1,1,0,Alison J. Nathan,3,3,1,1,0,24,,10,2014
30,10,1,1,2,Alison J. Nathan,5,1,1,1,0,24,,1,2015
31,10,1,1,16,Alison J. Nathan,1,3,0,1,24,0,,11,2014
23,10,1,1,0,Alison J. Nathan,1,3,0,1,0,0,,4,2015
25,10,3,1,2,Alison J. Nathan,1,3,0,1,8,0,,3,2015
25,10,2,0,0,Alison J. Nathan,3,3,0,1,6,0,,1,2015
25,10,1,1,0,Alison J. Nathan,1,1,0,1,12,0,,8,2015
27,10,2,1,1,Alison J. Nathan,1,6,0,1,30,0,,11,2015
64,10,1,1,2,Alison J. Nathan,6,6,0,1,12,0,,9,2015
18,10,3,1,2,Alison J. Nathan,1,3,0,1,21,0,,1,2015
26,10,1,1,1,Alison J. Nathan,5,2,0,1,0,0,,9,2015
27,10,1,1,9,Alison J. Nathan,5,2,0,1,12,0,,9,2015
42,10,3,0,0,Alison J. Nathan,3,3,1,1,36,0,,10,2016
24,10,1,1,6,Alison J. Nathan,3,3,0,1,27,0,,7,2015
37,10,3,1,0,Alison J. Nathan,3,1,0,1,48,0,,11,2015
32,10,1,0,0,Alison J. Nathan,3,2,0,1,0,0,,11,2015
40,10,2,0,0,Alison J. Nathan,6,2,0,1,12,0,,12,2015
46,10,2,1,4,Alison J. Nathan,3,6,0,1,48,0,,11,2016
35,10,3,0,0,Alison J. Nathan,1,3,0,1,96,0,,6,2016
47,10,3,1,0,Alison J. Nathan,3,3,0,1,108,0,,4,2016
59,10,1,1,0,Alison J. Nathan,6,1,0,1,108,0,,6,2016
48,10,1,0,0,Alison J. Nathan,3,1,0,1,0,60,,5,2016
49,10,1,0,0,Alison J. Nathan,6,1,0,1,0,36,,7,2016
67,10,1,1,6,Alison J. Nathan,3,3,0,1,60,0,,1,2018
29,10,1,0,0,Alison J. Nathan,1,3,0,1,70,0,,6,2016
57,10,1,1,0,Alison J. Nathan,1,3,0,1,84,0,,4,2017
59,10,1,1,6,Alison J. Nathan,3,2,0,1,108,0,,12,2017
28,10,2,1,3,Alison J. Nathan,1,3,0,1,121,0,,6,2016
27,10,1,1,9,Alison J. Nathan,1,3,0,1,151,0,,5,2016
39,10,1,1,0,Alison J. Nathan,1,3,0,1,0,0,,1,2016
29,10,1,1,7,Alison J. Nathan,1,2,0,1,24,0,,3,2016
26,10,1,1,1,Alison J. Nathan,1,2,0,1,300,0,,11,2017
39,10,1,0,0,Alison J. Nathan,6,3,0,1,16,0,,10,2017
47,10,1,1,3,Alison J. Nathan,3,3,0,1,36,0,,6,2016
25,10,1,1,3,Alison J. Nathan,3,3,0,1,108,0,,5,2017
26,10,1,1,6,Alison J. Nathan,5,2,0,1,66,0,,7,2017
29,10,1,1,2,Alison J. Nathan,5,2,0,1,18,0,,10,2017
24,10,1,1,3,Alison J. Nathan,5,2,0,1,12,0,,4,2017
29,10,1,1,6,Alison J. Nathan,1,2,0,1,12,0,,5,2017
28,10,1,1,6,Alison J. Nathan,3,2,0,1,12,0,,9,2017
28,10,1,1,0,Alison J. Nathan,5,2,1,1,28,0,,5,2017
25,10,1,0,0,Alison J. Nathan,1,3,1,1,12,0,,3,2017
29,10,1,1,2,Alison J. Nathan,1,2,0,1,18,0,,5,2017
36,10,1,1,0,Alison J. Nathan,3,3,0,1,0,0,,3,2018
34,10,1,1,6,Alison J. Nathan,5,3,0,1,50,0,,4,2017
49,10,1,0,0,Alison J. Nathan,6,2,0,1,0,0,,10,2016
35,10,1,1,4,Alison J. Nathan,1,2,0,1,151,0,,2,2018
39,10,1,1,,Alison J. Nathan,3,2,0,1,120,0,,10,2017
26,10,1,1,4,Alison J. Nathan,1,2,0,1,0,0,,6,2017
30,10,1,1,10,Alison J. Nathan,1,3,0,1,60,0,,1,2018
27,10,1,1,3,Alison J. Nathan,5,3,0,1,42,0,,9,2017
27,10,1,1,7,Alison J. Nathan,3,3,0,1,72,0,,7,2017
36,10,3,1,5,Alison J. Nathan,1,3,0,1,66,0,,12,2017
30,10,1,0,0,Alison J. Nathan,6,1,0,1,6,0,,1,2018
25,10,1,1,2,Alison J. Nathan,1,3,0,1,12,0,,3,2018
27,10,1,0,0,Alison J. Nathan,6,3,0,1,24,0,,2,2018
46,10,1,1,6,Alison J. Nathan,1,3,0,1,121,0,,4,2018
26,10,1,1,0,Alison J. Nathan,5,3,0,1,18,0,,1,2018
56,10,1,1,10,Alison J. Nathan,1,1,1,1,40,0,,5,2018
48,10,1,1,14,Alison J. Nathan,3,3,0,1,80,0,,6,2018
38,10,1,1,12,Alison J. Nathan,1,3,0,1,90,0,,6,2018
30,10,3,0,0,Alison J. Nathan,1,3,0,1,12,0,,1,2018
31,10,1,1,3,Alison J. Nathan,5,3,0,1,24,0,,9,2018
31,10,1,1,3,Alison J. Nathan,1,3,0,1,38,0,,2,2018
44,10,1,1,17,Alison J. Nathan,1,2,0,1,18,0,,2,2018
57,10,2,1,0,Alison J. Nathan,1,3,0,1,12,0,,5,2018
39,10,1,1,11,Alison J. Nathan,3,3,0,1,84,0,,4,2018
29,10,3,0,0,Alison J. Nathan,1,3,0,1,18,0,,3,2018
30,10,1,1,8,Alison J. Nathan,1,3,0,1,12,0,,4,2018
33,10,1,1,,Alison J. Nathan,,2,0,1,8,0,,4,2018
38,10,3,1,,Alison J. Nathan,,3,0,1,0,0,,6,2018
64,10,1,0,0,Alison J. Nathan,6,1,0,1,10,0,,12,2016
31,10,1,1,2,Alvin Hellerstein,1,1,0,1,120,0,,1,2010
33,10,3,1,3,Alvin Hellerstein,3,1,0,1,9996,0,6/10/2003,6,2003
27,10,2,1,4,Alvin Hellerstein,1,1,0,1,9996,0,6/10/2003,6,2003
63,10,1,1,1,Alvin Hellerstein,6,1,0,1,36,0,11/13/2001,11,2001
36,10,3,0,0,Alvin Hellerstein,3,3,0,1,57,0,6/21/2002,6,2002
30,10,1,1,9,Alvin Hellerstein,1,2,0,1,0,0,,8,2012
36,10,1,1,1,Alvin Hellerstein,5,3,0,1,0,0,12/4/2002,12,2002
36,10,1,0,0,Alvin Hellerstein,5,3,0,1,60,0,4/29/2003,4,2003
27,10,3,0,0,Alvin Hellerstein,1,3,0,1,70,0,,3,2004
41,10,1,0,0,Alvin Hellerstein,6,2,0,1,97,0,10/2/2002,10,2002
41,10,2,1,0,Alvin Hellerstein,1,3,0,1,120,0,5/1/2002,5,2002
43,10,2,0,0,Alvin Hellerstein,5,3,0,1,120,0,9/17/2002,9,2002
23,10,2,1,4,Alvin Hellerstein,1,3,0,1,120,0,11/27/2001,11,2001
43,10,3,1,10,Alvin Hellerstein,3,2,0,1,126,0,7/12/2002,7,2002
32,10,1,1,12,Alvin Hellerstein,1,2,0,1,151,0,1/22/2003,1,2003
39,10,1,0,0,Alvin Hellerstein,5,2,0,1,180,0,1/22/2003,1,2003
28,10,1,0,0,Alvin Hellerstein,5,2,0,1,70,0,9/12/2002,9,2002
23,10,1,0,0,Alvin Hellerstein,1,1,0,1,120,0,10/25/2002,10,2002
43,10,,,,Alvin Hellerstein,,3,0,1,51,0,12/12/2001,12,2001
28,10,3,1,0,Alvin Hellerstein,5,3,0,1,0,0,,5,2011
36,10,3,1,2,Alvin Hellerstein,1,3,0,1,188,0,9/23/2002,9,2002
37,10,3,1,0,Alvin Hellerstein,6,2,0,1,51,0,5/10/2002,5,2002
43,10,2,0,0,Alvin Hellerstein,3,6,0,1,168,0,3/25/2003,3,2003
42,10,3,1,3,Alvin Hellerstein,1,6,0,1,140,0,,6,2006
38,10,3,1,3,Alvin Hellerstein,1,6,0,1,360,0,8/9/2002,8,2002
35,10,2,1,3,Alvin Hellerstein,1,6,0,1,360,0,1/8/2003,1,2003
27,10,1,1,10,Alvin Hellerstein,3,3,0,1,0,60,7/18/2003,7,2003
26,10,3,0,0,Alvin Hellerstein,1,3,0,1,70,0,2/24/2003,2,2003
60,10,1,1,2,Alvin Hellerstein,,3,0,1,0,60,12/14/2001,12,2001
54,10,1,0,0,Alvin Hellerstein,1,1,0,1,60,0,10/3/2002,10,2002
35,10,3,0,0,Alvin Hellerstein,1,3,0,1,87,0,5/6/2002,5,2002
41,10,2,1,1,Alvin Hellerstein,1,3,0,1,87,0,2/28/2002,2,2002
37,10,2,1,0,Alvin Hellerstein,1,3,1,1,97,0,11/1/2001,11,2001
26,10,3,0,0,Alvin Hellerstein,3,3,0,1,87,0,9/18/2002,9,2002
26,10,2,0,0,Alvin Hellerstein,3,3,0,1,151,0,8/2/2002,8,2002
37,10,3,0,0,Alvin Hellerstein,5,3,0,1,70,0,2/14/2002,2,2002
36,10,3,1,0,Alvin Hellerstein,5,2,0,1,70,0,5/15/2002,5,2002
28,10,2,1,0,Alvin Hellerstein,1,1,0,1,0,24,7/19/2002,7,2002
27,10,1,1,0,Alvin Hellerstein,6,2,1,1,4,0,6/28/2002,6,2002
42,10,1,1,2,Alvin Hellerstein,5,1,0,1,0,36,8/15/2002,8,2002
38,10,3,1,8,Alvin Hellerstein,1,3,0,1,30,0,2/21/2002,2,2002
37,10,1,1,3,Alvin Hellerstein,1,3,0,1,33,0,12/20/2001,12,2001
48,10,1,0,0,Alvin Hellerstein,5,1,1,1,0,24,9/17/2002,9,2002
42,10,1,1,0,Alvin Hellerstein,1,3,0,1,57,0,6/20/2002,6,2002
25,10,1,0,0,Alvin Hellerstein,1,3,0,1,33,0,8/29/2002,8,2002
27,10,1,1,4,Alvin Hellerstein,1,2,0,1,20,0,9/20/2002,9,2002
32,10,1,0,0,Alvin Hellerstein,5,2,0,1,12,0,2/12/2002,2,2002
39,10,3,1,2,Alvin Hellerstein,1,3,0,1,121,0,,11,2003
36,10,1,0,0,Alvin Hellerstein,1,3,0,1,63,0,2/4/2003,2,2003
46,10,1,1,0,Alvin Hellerstein,6,1,0,1,0,0,,4,2005
42,10,,1,,Alvin Hellerstein,,,0,1,0,0,,7,2005
36,10,1,0,0,Alvin Hellerstein,3,2,1,1,0,60,7/24/2002,7,2002
33,10,2,0,0,Alvin Hellerstein,1,1,0,1,37,0,2/26/2003,2,2003
41,10,1,1,6,Alvin Hellerstein,3,2,0,1,235,0,10/24/2002,10,2002
35,10,1,1,7,Alvin Hellerstein,1,3,0,1,52,0,12/19/2002,12,2002
34,10,2,1,3,Alvin Hellerstein,5,3,0,1,60,0,5/22/2003,5,2003
47,10,2,0,0,Alvin Hellerstein,1,6,0,1,12,0,,5,2005
27,10,1,0,0,Alvin Hellerstein,3,1,0,1,24,0,12/12/2002,12,2002
40,10,1,0,0,Alvin Hellerstein,6,1,0,1,12,0,12/6/2002,12,2002
70,10,1,0,0,Alvin Hellerstein,5,1,0,1,35,0,1/27/2003,1,2003
75,10,2,0,0,Alvin Hellerstein,6,6,0,1,12,0,7/25/2003,7,2003
31,10,1,1,4,Alvin Hellerstein,5,2,0,1,120,0,,12,2005
26,10,1,1,9,Alvin Hellerstein,1,1,0,1,240,0,,3,2005
36,10,1,1,2,Alvin Hellerstein,5,2,1,1,3,0,3/6/2003,3,2003
20,10,1,0,0,Alvin Hellerstein,1,2,1,1,0,36,1/31/2003,1,2003
33,10,1,1,5,Alvin Hellerstein,1,2,0,1,15,0,,2,2004
32,10,1,1,12,Alvin Hellerstein,1,3,0,1,84,0,,10,2003
21,10,1,1,2,Alvin Hellerstein,5,2,0,1,12,0,8/5/2003,8,2003
73,10,1,0,0,Alvin Hellerstein,6,1,0,1,57,0,,2,2004
29,10,1,1,10,Alvin Hellerstein,1,3,0,1,9,0,12/9/2002,12,2002
45,10,3,1,15,Alvin Hellerstein,3,3,0,1,69,0,3/5/2003,3,2003
28,10,1,1,6,Alvin Hellerstein,1,3,0,1,46,0,3/14/2003,3,2003
45,10,1,1,15,Alvin Hellerstein,3,1,0,1,188,0,2/19/2003,2,2003
46,10,2,0,0,Alvin Hellerstein,5,6,1,1,24,0,,7,2006
39,10,1,1,18,Alvin Hellerstein,1,2,0,1,188,0,7/3/2003,7,2003
26,10,1,0,0,Alvin Hellerstein,1,3,1,1,0,36,,10,2006
28,10,1,1,5,Alvin Hellerstein,3,2,0,1,262,0,,10,2005
44,10,2,0,0,Alvin Hellerstein,1,1,0,1,0,0,,9,2006
25,10,1,0,0,Alvin Hellerstein,5,2,0,1,5,0,,10,2003
36,10,3,0,0,Alvin Hellerstein,1,3,0,1,70,0,,6,2004
24,10,1,1,1,Alvin Hellerstein,5,1,0,1,0,36,,3,2004
48,10,1,1,0,Alvin Hellerstein,1,2,0,1,60,0,,6,2004
28,10,1,1,1,Alvin Hellerstein,3,3,0,1,121,0,,2,2004
41,10,3,0,0,Alvin Hellerstein,1,3,0,1,108,0,,3,2004
26,10,1,0,0,Alvin Hellerstein,3,3,0,1,108,0,,4,2005
38,10,1,0,0,Alvin Hellerstein,3,3,1,1,0,36,,5,2004
54,10,1,1,7,Alvin Hellerstein,5,3,0,1,100,0,8/8/2003,8,2003
52,10,1,1,0,Alvin Hellerstein,3,2,0,1,0,36,7/25/2003,7,2003
43,10,1,0,0,Alvin Hellerstein,5,1,1,1,0,60,,12,2003
36,10,3,1,6,Alvin Hellerstein,5,3,0,1,57,0,,10,2003
30,10,2,0,,Alvin Hellerstein,3,1,0,1,24,0,,1,2004
40,10,1,0,0,Alvin Hellerstein,5,2,1,1,0,36,8/28/2003,8,2003
22,10,3,1,3,Alvin Hellerstein,1,3,0,1,15,0,,12,2003
51,10,2,0,0,Alvin Hellerstein,1,3,1,1,108,0,,1,2009
59,10,1,1,1,Alvin Hellerstein,6,1,0,1,15,0,,11,2006
46,10,1,0,0,Alvin Hellerstein,6,1,1,1,0,24,,7,2006
44,10,1,0,0,Alvin Hellerstein,6,1,1,1,0,36,,9,2004
35,10,3,0,0,Alvin Hellerstein,5,3,0,1,70,0,,3,2005
30,10,3,0,0,Alvin Hellerstein,3,2,0,1,70,0,,6,2006
35,10,1,1,1,Alvin Hellerstein,3,3,0,1,24,0,,2,2004
21,10,1,1,6,Alvin Hellerstein,1,3,0,1,21,0,,10,2003
30,10,3,1,0,Alvin Hellerstein,1,3,0,1,228,0,,8,2005
42,10,1,1,0,Alvin Hellerstein,1,1,0,1,0,36,9/19/2003,9,2003
20,10,3,1,0,Alvin Hellerstein,1,2,0,1,60,0,,10,2005
22,10,1,1,3,Alvin Hellerstein,1,3,0,1,120,0,,7,2006
31,10,1,1,3,Alvin Hellerstein,1,3,0,1,151,0,,11,2005
28,10,3,1,2,Alvin Hellerstein,1,3,0,1,168,0,,6,2005
32,10,1,1,2,Alvin Hellerstein,1,1,0,1,188,0,,10,2005
37,10,1,1,3,Alvin Hellerstein,3,3,0,1,207,0,,5,2006
47,10,1,1,12,Alvin Hellerstein,1,2,0,1,262,0,,3,2006
40,10,1,1,1,Alvin Hellerstein,6,1,0,1,0,0,,11,2010
34,10,2,0,0,Alvin Hellerstein,3,3,0,1,0,0,,6,2010
25,10,1,0,0,Alvin Hellerstein,1,2,0,1,70,0,,2,2005
31,10,1,0,0,Alvin Hellerstein,1,3,0,1,108,0,,11,2005
36,10,1,0,0,Alvin Hellerstein,1,3,1,1,0,0,,1,2009
29,10,3,0,0,Alvin Hellerstein,1,3,0,1,37,0,,1,2004
39,10,3,1,3,Alvin Hellerstein,5,3,0,1,46,0,,2,2004
33,10,2,0,0,Alvin Hellerstein,6,1,0,1,18,0,,3,2004
31,10,3,0,0,Alvin Hellerstein,5,1,0,1,18,0,,6,2004
29,10,1,1,1,Alvin Hellerstein,1,3,0,1,0,0,,8,2004
40,10,1,1,1,Alvin Hellerstein,3,3,0,1,25,0,,10,2004
39,10,2,0,0,Alvin Hellerstein,1,3,0,1,50,0,,5,2006
26,10,1,0,0,Alvin Hellerstein,5,3,1,1,0,36,,4,2004
31,10,3,1,0,Alvin Hellerstein,3,3,0,1,70,0,,12,2004
26,10,2,0,0,Alvin Hellerstein,1,3,0,1,48,0,,12,2005
50,10,2,0,0,Alvin Hellerstein,6,3,0,1,188,0,,8,2005
30,10,1,1,0,Alvin Hellerstein,5,6,0,1,0,36,,4,2005
41,10,3,1,0,Alvin Hellerstein,1,3,0,1,81,0,,11,2007
43,10,3,0,0,Alvin Hellerstein,1,3,0,1,60,0,,8,2008
36,10,1,0,0,Alvin Hellerstein,5,2,0,1,0,0,,9,2009
62,10,1,0,0,Alvin Hellerstein,5,1,0,1,0,36,,6,2004
38,10,3,1,1,Alvin Hellerstein,1,3,0,1,78,0,,3,2007
33,10,,,,Alvin Hellerstein,,,,1,0,0,,1,2007
39,10,1,0,0,Alvin Hellerstein,5,1,0,1,0,36,,11,2004
25,10,3,0,0,Alvin Hellerstein,3,1,0,1,12,0,,9,2004
39,10,1,1,11,Alvin Hellerstein,5,2,0,1,30,0,,8,2005
25,10,1,1,12,Alvin Hellerstein,1,3,0,1,144,0,,1,2005
29,10,3,0,0,Alvin Hellerstein,5,2,0,1,40,0,,6,2006
66,10,,,,Alvin Hellerstein,,,,1,0,0,,5,2007
28,10,1,1,8,Alvin Hellerstein,3,2,0,1,24,0,,10,2004
47,10,1,1,3,Alvin Hellerstein,3,6,0,1,0,0,,7,2008
31,10,3,1,0,Alvin Hellerstein,1,2,0,1,37,0,,11,2005
28,10,1,1,3,Alvin Hellerstein,1,1,0,1,120,0,,4,2008
39,10,1,0,0,Alvin Hellerstein,3,2,0,1,135,0,,9,2005
29,10,2,0,0,Alvin Hellerstein,3,2,0,1,135,0,,9,2005
42,10,1,1,0,Alvin Hellerstein,1,1,1,1,38,0,,10,2013
36,10,3,1,8,Alvin Hellerstein,1,2,0,1,40,0,,11,2006
